Left Diameter,Right Diameter,Left Confidence,Right Confidence,isBlink
43.80881881713867,41.34726333618164,0.5623275637626648,0.6021495219724395,0
43.906999588012695,41.34726333618164,0.575906902551651,0.6021495219724395,0
44.00518035888672,42.7635129292806,0.5894862413406372,0.7081277249545826,0
43.84590148925781,44.17976252237956,0.5515400171279907,0.8141059279367256,0
43.62635612487793,45.59601211547852,0.547388881444931,0.9200841309188688,0
43.40681076049805,45.92644500732422,0.5432377457618713,0.7686727107345503,0
43.23710250854492,46.25687789916992,0.5573994517326355,0.6172612905502319,0
43.0673942565918,46.43549474080404,0.5715611577033997,0.6692937016487122,0
43.67294692993164,46.61411158243815,0.6323676109313965,0.7213261127471924,0
43.798749923706055,46.792728424072266,0.6240091323852539,0.7733585238456726,0
43.92455291748047,46.90611267089844,0.6156506538391113,0.7726969321568807,0
43.513065338134766,47.01949691772461,0.6786634922027588,0.7720353404680887,0
43.68457221984863,47.13288116455078,0.6654627919197083,0.7713737487792969,0
43.8560791015625,46.88652801513672,0.6522620916366577,0.7621816694736481,0
43.92131805419922,46.640174865722656,0.6999938488006592,0.7529895901679993,0
43.98655700683594,47.14017105102539,0.7477256059646606,0.7185162901878357,0
44.051795959472656,47.15103276570638,0.7954573631286621,0.7418777147928873,0
44.49127960205078,47.16189448038737,0.8017334342002869,0.7652391393979391,0
44.5077018737793,47.17275619506836,0.8020045757293701,0.7886005640029907,0
44.52412414550781,47.26053237915039,0.8022757172584534,0.8152130842208862,0
44.672019958496094,47.34830856323242,0.8398750424385071,0.8418256044387817,0
44.819915771484375,47.40216255187988,0.8774743676185608,0.8065600991249084,0
44.82349967956543,47.456016540527344,0.8090060651302338,0.7712945938110352,0
44.82708358764648,47.370344161987305,0.7405377626419067,0.7824287712574005,0
44.53925323486328,47.28467178344727,0.794152021408081,0.7935629487037659,0
44.25142288208008,47.23040580749512,0.8477662801742554,0.7864023745059967,0
44.476741790771484,47.17613983154297,0.8461763858795166,0.7792418003082275,0
44.70206069946289,47.112998962402344,0.8445864915847778,0.7613319754600525,0
44.83597373962402,47.04985809326172,0.8681321740150452,0.7434221506118774,0
44.96988677978516,47.024593353271484,0.8916778564453125,0.7333931028842926,0
45.055036544799805,46.99932861328125,0.8701611161231995,0.7233640551567078,0
45.14018630981445,47.04313659667969,0.8486443758010864,0.7473522126674652,0
44.854665756225586,47.086944580078125,0.8895203173160553,0.7713403701782227,0
44.56914520263672,47.0692253112793,0.9303962588310242,0.7322705388069153,0
44.50685119628906,47.05150604248047,0.9369125366210938,0.6932007074356079,0
