,index,Timestamp,Dia_Spline3_Base,Event
0,1571,706741.8704499999,-0.29361581802368164,sitting
1,1572,706741.877763,-0.10198020935058594,sitting
2,1573,706741.885688,0.08465814590454102,sitting
3,1574,706741.893935,0.1134796142578125,sitting
4,1575,706741.902013,0.008775711059570312,sitting
5,1576,706741.913784,-0.05610179901123047,sitting
6,1577,706741.92191,0.003913402557373047,sitting
7,1578,706741.929823,0.03852081298828125,sitting
8,1579,706741.937853,-0.05046653747558594,sitting
9,1580,706741.945789,-0.1149449348449707,sitting
10,1581,706741.953843,-0.06991434097290039,sitting
11,1582,706741.961717,-0.09307050704956055,sitting
12,1583,706741.9697809999,-0.22589874267578125,sitting
13,1584,706741.977734,-0.4378972053527832,sitting
14,1585,706741.98575,-0.6647543907165527,sitting
15,1586,706741.99369,-0.7639427185058594,sitting
16,1587,706742.002112,-0.728975772857666,sitting
17,1588,706742.009943,-0.5698084831237793,sitting
18,1589,706742.017871,-0.43900060653686523,sitting
19,1590,706742.02572,-0.381866455078125,sitting
20,1591,706742.033824,-0.11703824996948242,sitting
21,1592,706742.041876,0.20267057418823242,sitting
22,1593,706742.05048,0.21826887130737305,sitting
23,1594,706742.057785,0.0836029052734375,sitting
24,1595,706742.065735,0.027559757232666016,sitting
25,1596,706742.073838,-0.004528999328613281,sitting
26,1597,706742.0835899999,-0.10747241973876953,sitting
27,1598,706742.091024,-0.1891498565673828,sitting
28,1599,706742.097851,-0.11043930053710938,sitting
29,1600,706742.105775,0.055814266204833984,sitting
30,1601,706742.11386,0.18005084991455078,sitting
31,1602,706742.121743,0.16692018508911133,sitting
32,1603,706742.12974,-0.02296161651611328,sitting
33,1604,706742.1379249999,-0.13207244873046875,sitting
34,1605,706742.145965,2.5272369384765625e-05,sitting
35,1606,706742.153874,0.16612768173217773,sitting
36,1607,706742.161719,0.21396827697753906,sitting
37,1608,706742.170043,0.2129225730895996,sitting
38,1609,706742.178692,0.2966642379760742,sitting
39,1610,706742.186061,0.47641706466674805,sitting
40,1611,706742.194025,0.7339801788330078,sitting
41,1612,706742.201723,0.9695248603820801,sitting
42,1613,706742.211656,0.988499641418457,sitting
43,1614,706742.218135,0.8940954208374023,sitting
44,1615,706742.225657,0.8863310813903809,sitting
45,1616,706742.233827,0.7822422981262207,sitting
46,1617,706742.242765,0.5807156562805176,sitting
47,1618,706742.250017,0.5127830505371094,sitting
48,1619,706742.25781,0.4458436965942383,sitting
49,1620,706742.265849,0.4023423194885254,sitting
50,1621,706742.273962,0.46916770935058594,sitting
51,1622,706742.2816849999,0.5265545845031738,sitting
52,1623,706742.29006,0.5525178909301758,sitting
53,1624,706742.2978299999,0.5744433403015137,sitting
54,1625,706742.3058869999,0.5334010124206543,sitting
55,1626,706742.314408,0.41517114639282227,sitting
56,1627,706742.321954,0.2817063331604004,sitting
57,1628,706742.329748,0.06255626678466797,sitting
58,1629,706742.337721,-0.1566767692565918,sitting
59,1630,706742.345727,-0.29770612716674805,sitting
60,1631,706742.353963,-0.24442768096923828,sitting
61,1632,706742.363169,-0.009517192840576172,sitting
62,1633,706742.375519,-0.009207725524902344,sitting
63,1634,706742.388309,-0.25861549377441406,sitting
64,1635,706742.3985209999,-0.009362459182739258,sitting
65,1636,706742.407267,-0.2663869857788086,sitting
66,1637,706742.413822,-0.057829856872558594,sitting
67,1638,706742.421816,0.07439994812011719,sitting
68,1639,706742.429815,0.05631542205810547,sitting
69,1640,706742.4424449999,0.0001983642578125,sitting
70,1641,706742.451831,0.02374887466430664,sitting
71,1642,706742.46086,0.0028977394104003906,sitting
72,1643,706742.468263,-0.02724742889404297,sitting
73,1644,706742.479086,-0.07562112808227539,sitting
74,1645,706742.485744,-0.21378469467163086,sitting
75,1646,706742.494501,-0.30935144424438477,sitting
76,1647,706742.503007,-0.31308746337890625,sitting
77,1648,706742.510945,-0.21803998947143555,sitting
78,1649,706742.519679,-0.21293878555297852,sitting
79,1650,706742.526003,-0.4742751121520996,sitting
80,1651,706742.533709,-0.6291618347167969,sitting
81,1652,706742.5418359999,-0.4951133728027344,sitting
82,1653,706742.549753,-0.36971426010131836,sitting
83,1654,706742.55788,-0.22335481643676758,sitting
84,1655,706742.565721,-0.016802310943603516,sitting
85,1656,706742.57392,0.007354736328125,sitting
86,1657,706742.584001,-0.11305046081542969,sitting
87,1658,706742.592741,-0.17123794555664062,sitting
88,1659,706742.60002,-0.09726953506469727,sitting
89,1660,706742.607902,-0.05581378936767578,sitting
90,1661,706742.616495,-0.09852838516235352,sitting
91,1662,706742.625635,-0.09705686569213867,sitting
92,1663,706742.636369,-0.12575912475585938,sitting
93,1664,706742.646247,-0.26099348068237305,sitting
94,1665,706742.654474,0.14225362851487233,sitting
95,1666,706742.6630759999,0.14013224504177657,sitting
96,1667,706742.670127,0.13801101981540143,sitting
97,1668,706742.6777379999,0.1358900059092747,sitting
98,1669,706742.6857029999,0.13376925639690995,sitting
99,1670,706742.693766,0.13164882435184921,sitting
100,1671,706742.7017859999,0.12952876284763448,sitting
101,1672,706742.711958,0.12740912495778645,sitting
102,1673,706742.717755,0.1252899637558471,sitting
103,1674,706742.725799,0.12317133231532296,sitting
104,1675,706742.733682,0.12105328370974888,sitting
105,1676,706742.741938,0.11893587101269532,sitting
106,1677,706742.750887,0.11681914729764031,sitting
107,1678,706742.761755,0.11470316563814009,sitting
108,1679,706742.770132,0.11258797910772955,sitting
109,1680,706742.779169,0.11047364077992938,sitting
110,1681,706742.78714,0.10836020372828159,sitting
111,1682,706742.792245,0.10624772102630686,sitting
