,index,Timestamp,Dia_Spline3_Base,Event
0,1145,424609.770105,0.554090184672088,sitting
1,1146,424609.778969,0.5520267284289644,sitting
2,1147,424609.789724,0.5488969724628103,sitting
3,1148,424609.799433,0.5501734945262136,sitting
4,1149,424609.809075,0.5547160748817874,sitting
5,1150,424609.822703,0.5597682152235339,sitting
6,1151,424609.829817,0.5644721046275323,sitting
7,1152,424609.837612,0.565322466672159,sitting
8,1153,424609.847654,0.5649622580459894,sitting
9,1154,424609.858573,0.564091105835149,sitting
10,1155,424609.868578,0.5643331591986063,sitting
11,1156,424609.878048,0.5693391942158224,sitting
12,1157,424609.887947,0.577122243724463,sitting
13,1158,424609.898337,0.5798252222529514,sitting
14,1159,424609.908217,0.5763507972343227,sitting
15,1160,424609.916957,0.5761064968183756,sitting
16,1161,424609.928844,0.5763970695921681,sitting
17,1162,424609.938984,0.5744847563407414,sitting
18,1163,424609.946823,0.5754801878594489,sitting
19,1164,424609.954832,0.5792646709752893,sitting
20,1165,424609.962054,0.5800099253114983,sitting
21,1166,424609.970203,0.5777025526668547,sitting
22,1167,424609.979643,0.5758165346365578,sitting
23,1168,424609.988391,0.5755578606660321,sitting
24,1169,424609.998717,0.5763138955175848,sitting
25,1170,424610.007431,0.5747514874108988,sitting
26,1171,424610.016611,0.5707103694894005,sitting
27,1172,424610.025494,0.565478162926194,sitting
28,1173,424610.034744,0.5611334162517205,sitting
29,1174,424610.04541,0.5595801068448747,sitting
30,1175,424610.056254,0.5559943799426943,sitting
31,1176,424610.063881,0.5501050294991119,sitting
32,1177,424610.068947,0.5449150618549838,sitting
33,1178,424610.074016,0.5406104046569686,sitting
34,1179,424610.081945,0.5404268452112935,sitting
35,1180,424610.090154,0.5374142475597603,sitting
36,1181,424610.101674,0.5273152098477998,sitting
37,1182,424610.111568,0.5165044520965876,sitting
38,1183,424610.120418,0.5085889890160002,sitting
39,1184,424610.130756,0.5013625454963526,sitting
40,1185,424610.138603,0.49646498888961377,sitting
41,1186,424610.148326,0.49596686099272524,sitting
42,1187,424610.158644,0.4931061095482203,sitting
43,1188,424610.168471,0.4898813600931198,sitting
44,1189,424610.178706,0.49185500282024686,sitting
45,1190,424610.18729,0.49460411024220763,sitting
46,1191,424610.194249,0.4906629609384665,sitting
47,1192,424610.203236,0.4832191446512577,sitting
48,1193,424610.210735,0.4819999933199046,sitting
49,1194,424610.217365,0.4846514109830249,sitting
50,1195,424610.225278,0.4844527431470518,sitting
51,1196,424610.235177,0.48340124815848595,sitting
52,1197,424610.245348,0.4842367906070839,sitting
53,1198,424610.256076,0.48073094502825375,sitting
54,1199,424610.265088,0.47594624889244397,sitting
55,1200,424610.275628,0.4766978781723894,sitting
56,1201,424610.287062,0.47749896936141645,sitting
57,1202,424610.298108,0.476167095565982,sitting
58,1203,424610.307009,0.47330064364345903,sitting
59,1204,424610.316583,0.4703420882252398,sitting
60,1205,424610.32555,0.46932539649217153,sitting
61,1206,424610.334183,0.4704599214497702,sitting
62,1207,424610.343051,0.4737009758955395,sitting
63,1208,424610.349823,0.4749800847271848,sitting
64,1209,424610.360061,0.4723486799026273,sitting
65,1210,424610.37054,0.47137632953121233,sitting
66,1211,424610.380666,0.47067188510182545,sitting
67,1212,424610.390836,0.4737953269762665,sitting
68,1213,424610.399382,0.4827803049320103,sitting
69,1214,424610.407478,0.4835506717665623,sitting
70,1215,424610.415283,0.47471903092234413,sitting
71,1216,424610.423961,0.47050281177783027,sitting
72,1217,424610.432663,0.47595027049662963,sitting
73,1218,424610.441596,0.4823633738932884,sitting
74,1219,424610.449623,0.4862106569655884,sitting
75,1220,424610.460956,0.4851295689327568,sitting
76,1221,424610.472709,0.48013620852766525,sitting
77,1222,424610.484579,0.48166692941932765,sitting
78,1223,424610.495446,0.4890137768892704,sitting
79,1224,424610.505408,0.49158888745870355,sitting
80,1225,424610.515998,0.4885557532228031,sitting
81,1226,424610.526769,0.48901619145195685,sitting
82,1227,424610.537761,0.4960187498101387,sitting
