Timestamp,Confidence,Diameter,Event
424697.964114,0.21128340405622595,2.7636693928328624,default
424697.97906499996,0.2780326435447982,2.736284789465517,default
424697.992486,0.1879070331789313,2.3067278181391746,default
424698.005946,0.20439148190988377,2.33988237204719,default
424698.016115,0.15509179797447845,2.452881043511918,default
424698.029712,0.20800131513488415,2.087732811023248,default
424698.039006,0.16523949327536444,2.049148426743752,default
424698.104503,0.18040878394664026,2.156875729175071,default
424698.121849,0.09905170096016266,2.3640877879785487,default
424698.136123,0.8954881505328228,1.3311236598800589,default
424698.153927,0.06867980597893791,2.2778700764503963,default
424698.165733,0.16319823422558316,1.4999196581819438,default
424698.18158699997,0.19260438228209872,1.8339323009771444,default
424698.18969599996,0.09286119854915867,2.2319190552930825,default
424698.203058,0.13941038812670212,2.415192220923781,default
424698.214315,0.08528910167194227,2.157525297799062,default
424698.226758,0.13411613923553103,2.1430943419988564,default
424698.240958,0.146737184660611,1.661308107832919,default
424698.253268,0.08143225098648747,2.5853838226645682,default
424698.271281,0.13787811876202113,1.9279948508039553,default
424698.287237,0.12204648555456893,1.7803022819749041,default
424698.302804,0.16619510911689306,1.633440036862833,default
424698.314212,0.09460447769809055,2.499264922192637,default
424698.323433,0.11512743761232949,1.871589743878546,default
424698.337037,0.21495351139081656,1.899209263989884,default
424698.351256,0.055252155937538204,2.397308343441363,default
424698.36986,0.11608078645206779,1.8697111192581395,default
424698.386713,0.10945543661501102,2.21048826877456,default
424698.400487,0.09144824135036167,2.0404277104516235,default
424698.417272,0.17079602393130652,2.070449301541929,default
424698.434375,0.06457617163880074,2.096863823585344,default
424698.450275,0.10398684125101383,1.306775832687351,default
424698.46344799997,0.06750357386832326,1.6088286247916712,default
424698.477737,0.05503031598295803,1.4208145843719358,default
424698.494135,0.7401821904356712,1.5781705848830376,default
424698.508407,0.11289608342427082,1.4424534860319893,default
424698.522819,0.11250495338086018,1.690792428985615,default
424698.534376,0.1265824931984455,1.6996596243655988,default
424698.546845,0.12087675349057746,2.2542584613820207,default
424698.55668599997,0.058936132778704145,1.8450053099087818,default
424698.570974,0.12000859024649276,1.5847441888617055,default
424698.582407,0.0892728854209632,1.5217476006769233,default
424698.593903,0.09474664225175289,1.7176339530674487,default
424698.610462,0.031542425831868795,2.5407845136313694,default
424698.62244899996,0.0,-0.06349909313935331,default
424698.642858,0.7555277408572663,1.452992181087402,default
424698.654967,0.13159614699385952,1.6506058691251027,default
424698.668213,0.06922361889311293,1.9578670528965727,default
424698.679959,0.07767114241842471,1.744163839707126,default
424698.694636,0.18832838619354078,1.0091892358518444,default
424698.70824899996,0.043093799984800334,1.874634923578629,default
424698.716672,0.12563316737378685,1.7127015301733812,default
424698.728696,0.059962593314601166,2.2619184528397263,default
424698.743868,0.14300629434434833,1.5189390406999816,default
424698.754487,0.019610056245891287,2.6722707962801078,default
424698.769346,0.07581958956915948,2.106826735811868,default
424698.776866,0.03868934281788277,2.082194859555335,default
424698.78735999996,0.047377676044863704,2.2705254200493794,default
424698.797014,0.04768501718855939,2.217788588568138,default
424698.812025,0.0720990343464267,2.2183994235828965,default
424698.823777,0.01993026473247134,2.6562587937550495,default
424698.83918199997,0.09888724779529873,1.9088755680562324,default
424698.849637,0.07389772755356988,2.4858720724056935,default
424698.86156399996,0.01027317162626606,2.4852187036138385,default
424698.872826,0.0260203812068837,1.9451833188420178,default
424698.886674,0.0,-0.06349909313935331,default
424698.897723,0.0,-0.06349909313935331,default
424698.910432,0.0,-0.06349909313935331,default
424698.927149,0.0,-0.06349909313935331,default
424698.943943,0.0,-0.06349909313935331,default
424698.956524,0.0,-0.06349909313935331,default
424698.969669,0.0,-0.06349909313935331,default
424698.983772,0.0,-0.06349909313935331,default
424698.994029,0.0,-0.06349909313935331,default
424699.008563,0.0,-0.06349909313935331,default
424699.01720299997,0.0,-0.06349909313935331,default
424699.026233,0.0,-0.06349909313935331,default
424699.03669599997,0.0,-0.06349909313935331,default
424699.047729,0.0,-0.06349909313935331,default
424699.057719,0.0,-0.06349909313935331,default
424699.065195,0.0,-0.06349909313935331,default
424699.07881,0.0,-0.06349909313935331,default
424699.093536,0.0,-0.06349909313935331,default
424699.10809,0.0,-0.06349909313935331,default
424699.126611,0.0,-0.06349909313935331,default
424699.141027,0.0,-0.06349909313935331,default
424699.151097,0.0,-0.06349909313935331,default
424699.165293,0.0,-0.06349909313935331,default
424699.17652499996,0.0,-0.06349909313935331,default
424699.18917699996,0.0,-0.06349909313935331,default
424699.203116,0.0,-0.06349909313935331,default
424699.216145,0.0,-0.06349909313935331,default
424699.230516,0.0,-0.06349909313935331,default
424699.245391,0.0,-0.06349909313935331,default
424699.257267,0.0,-0.06349909313935331,default
424699.265768,0.0,-0.06349909313935331,default
424699.276494,0.0,-0.06349909313935331,default
424699.292715,0.0,-0.06349909313935331,default
424699.301015,0.0,-0.06349909313935331,default
424699.321506,0.0,-0.06349909313935331,default
424699.33097,0.8746084617822137,1.45589009763758,default
424699.34901999997,0.0,-0.06349909313935331,default
424699.360133,0.0,-0.06349909313935331,default
424699.371638,0.0,-0.06349909313935331,default
424699.380312,0.0,-0.06349909313935331,default
424699.388951,0.908869941078044,1.682569648093085,default
424699.40260599996,0.0,-0.06349909313935331,default
424699.416889,0.0,-0.06349909313935331,default
424699.427656,0.0,-0.06349909313935331,default
424699.442493,0.7230750756034345,1.4421106411132243,default
424699.45531,0.0,-0.06349909313935331,default
424699.470949,0.0,-0.06349909313935331,default
424699.482828,0.0,-0.06349909313935331,default
424699.499343,0.0,-0.06349909313935331,default
424699.51188999997,0.0,-0.06349909313935331,default
424699.522503,0.7858622074127197,2.583973930288381,default
424699.532949,0.0,-0.06349909313935331,default
424699.544001,0.7196511030197144,2.397709447273283,default
424699.554009,0.0,-0.06349909313935331,default
424699.565258,0.8058061003684998,2.4037692922888403,default
424699.578427,0.0,-0.06349909313935331,default
424699.58873099997,0.7510100603103638,2.4384537752958906,default
424699.600838,0.7936640977859497,2.392038190943925,default
424699.609246,0.9013259410858154,2.448937110208393,default
424699.62052399997,0.7849743366241455,2.4277422206617554,default
424699.630941,0.8847625255584717,2.4913937615022324,default
424699.642673,0.849932074546814,2.4690152798902694,default
424699.65247699997,0.8997206687927246,2.4930949290240294,default
424699.664459,0.8216794729232788,2.424638127603311,default
