,index,Timestamp,Dia_Spline3_Base,Event
0,1818,-891274.385531,-20.157165087156166,sitting
1,1819,-891274.377585,-20.15811971514689,sitting
2,1820,-891274.369411,-20.195715464048256,sitting
3,1821,-891274.360492,-20.18913558810221,sitting
4,1822,-891274.353624,-20.142770803861488,sitting
5,1823,-891274.34519,-20.093976057462562,sitting
6,1824,-891274.337489,-20.031228102140297,sitting
7,1825,-891274.329488,-19.953835524015293,sitting
8,1826,-891274.321531,-19.844838980401317,sitting
9,1827,-891274.313369,-19.78599686634576,sitting
10,1828,-891274.30552,-19.729011530887316,sitting
11,1829,-891274.29697,-19.673864599214408,sitting
12,1830,-891274.287245,-19.620537696515452,sitting
13,1831,-891274.280762,-19.569012447978896,sitting
14,1832,-891274.2715970001,-19.519270478793164,sitting
15,1833,-891274.2633870001,-19.47129341414667,sitting
16,1834,-891274.249509,-19.425062879227866,sitting
17,1835,-891274.2413560001,-19.38056049922515,sitting
18,1836,-891274.227725,-19.337767899326984,sitting
19,1837,-891274.220665,-19.296666704721776,sitting
20,1838,-891274.212942,-19.257238540597957,sitting
21,1839,-891274.20546,-19.219465032143958,sitting
22,1840,-891274.197486,-19.183327804548206,sitting
23,1841,-891274.188826,-19.148808482999137,sitting
24,1842,-891274.176009,-19.11588869268517,sitting
25,1843,-891274.166416,-19.08455005879474,sitting
26,1844,-891274.15969,-19.054774206516267,sitting
27,1845,-891274.149968,-19.02654276103819,sitting
28,1846,-891274.135857,-18.99983734754893,sitting
29,1847,-891274.124051,-18.97463959123692,sitting
30,1848,-891274.114174,-18.950931117290583,sitting
31,1849,-891274.101042,-18.928693550898355,sitting
32,1850,-891274.085245,-18.90790851724866,sitting
33,1851,-891274.070268,-18.888557641529932,sitting
34,1852,-891274.0593130001,-18.87062254893058,sitting
35,1853,-891274.049125,-18.854084864639063,sitting
36,1854,-891274.039382,-18.838926213843788,sitting
37,1855,-891274.031811,-18.825128221733195,sitting
38,1856,-891274.021323,-18.8126725134957,sitting
39,1857,-891274.0086310001,-18.801540714319735,sitting
40,1858,-891273.995091,-18.791714449393744,sitting
41,1859,-891273.981102,-18.78317534390613,sitting
42,1860,-891273.966375,-18.775905023045347,sitting
43,1861,-891273.952532,-18.769885111999805,sitting
44,1862,-891273.935951,-18.765097235957942,sitting
45,1863,-891273.920588,-18.76152302010818,sitting
46,1864,-891273.908714,-18.759144089638955,sitting
47,1865,-891273.896307,-18.75794206973869,sitting
48,1866,-891273.889551,-18.757898585595818,sitting
49,1867,-891273.8819810001,-18.758995262398766,sitting
50,1868,-891273.875439,-18.761213725335956,sitting
51,1869,-891273.869326,-18.764535599595828,sitting
52,1870,-891273.860749,-18.768942510366795,sitting
