,Diameter,Dia_Spline3_Base,Event
1311,2.557288275603688,-0.5535944745216601,sitting
1312,2.511249210150846,-0.5664504639760253,sitting
1313,2.471674688416849,-0.593815534631505,sitting
1314,2.487402514715767,-0.5934873461511034,sitting
1315,2.4968341377735337,-0.5944313510179957,sitting
1316,2.458467045891513,-0.6072349008912981,sitting
1317,2.4745554071045777,-0.5542719395816902,sitting
1318,2.6925976217989005,-0.4654931120655572,sitting
1319,2.5955401412617225,-0.565048850535149,sitting
1320,2.58507935511188,-0.5037312914398053,sitting
1321,2.5366392229816275,-0.5285309203092958,sitting
1322,2.5447817579140124,-0.5274866606191431,sitting
1323,2.581113858940105,-0.5249545774714748,sitting
1324,2.510435454546207,-0.5555453339548966,sitting
1325,2.4930971363742254,-0.578668537769957,sitting
1326,2.505959361851844,-0.5676253923242305,sitting
1327,2.5417458108514945,-0.5636472370942727,sitting
1328,2.473223308294406,-0.576343065105652,sitting
1329,2.523698552363415,-0.5571118389815157,sitting
1330,2.568195471279032,-0.5333877330449321,sitting
1331,2.5236228131251224,-0.5538498387554651,sitting
1332,2.486422787675192,-0.5825508900502969,sitting
1333,2.4905912915496358,-0.5847429950777996,sitting
1334,2.5106858891406683,-0.5687514850907722,sitting
1335,2.5302942300322684,-0.5463243974897805,sitting
1336,2.560691301062004,-0.5262564132839294,sitting
1337,2.560560754934337,-0.5215241476749148,sitting
1338,2.549353838595993,-0.5386389176665318,sitting
1339,2.50343913743388,-0.5616980059086867,sitting
1340,2.5142391031278293,-0.5529677281316325,sitting
1341,2.57347498401026,-0.5157657156959465,sitting
1342,2.5930113062941937,-0.5505045523451884,sitting
1343,2.6989602535990733,-0.5505045523451884,sitting
1344,2.58368275967,-0.4743133199984797,sitting
1345,2.5536841872933387,-0.5285806491232035,sitting
1346,2.511889509476839,-0.5612085867541379,sitting
1347,2.4949656869627623,-0.5684114249508165,sitting
1348,2.5417966570207007,-0.5495348865422605,sitting
1349,2.540564693053124,-0.5514742181481163,sitting
1350,2.488440324506916,-0.5560472864497741,sitting
1351,2.575628752360277,-0.5565003164064977,sitting
1352,2.451564145372869,-0.5887364921385445,sitting
1353,2.4835602285661373,-0.6114146332738746,sitting
1354,2.4529201046256883,-0.608649945820678,sitting
1355,2.493263019126104,-0.5937617757552194,sitting
1356,2.502769994327557,-0.5748474455295987,sitting
1357,2.519070450326717,-0.5647292366431316,sitting
1358,2.5174353986728124,-0.570258690178175,sitting
1359,2.4822872318412887,-0.551566496525949,sitting
1360,2.6289873917671445,-0.5025708412660435,sitting
1361,2.5667178597865776,-0.5201892339000742,sitting
1362,2.474083193285733,-0.5831954851408523,sitting
1363,2.469597053304877,-0.6126231558151849,sitting
1364,2.4534933170701034,-0.6196725787786179,sitting
1365,2.461989237666775,-0.6115485449214169,sitting
1366,2.4935972681370084,-0.5929775846924574,sitting
1367,2.496169127515708,-0.5955057318726245,sitting
1368,2.449304789567408,-0.6179683400264655,sitting
1369,2.4506111734699454,-0.6277489952592012,sitting
1370,2.455740122682226,-0.6151677508505906,sitting
1371,2.494500817989569,-0.5938768635635667,sitting
1372,2.4970140273107004,-0.569872532945976,sitting
1373,2.549244235831456,-0.5571274347639572,sitting
1374,2.4932510021968897,-0.5817179809997008,sitting
1375,2.454645076002291,-0.6130634360566396,sitting
1376,2.4624683417983007,-0.6079233739377083,sitting
1377,2.5059879848766053,-0.5952766694895266,sitting
1378,2.4617122507167126,-0.6165046570011468,sitting
1379,2.421832125911713,-0.6331887339286486,sitting
1380,2.4791318019715973,-0.5922117098924864,sitting
1381,2.568320670801476,-0.5544208805842925,sitting
1382,2.483806574314611,-0.5513021640547908,sitting
1383,2.576120764576469,-0.5493754971665092,sitting
1384,2.483713148092743,-0.5751589600381943,sitting
1385,2.473080339311598,-0.5882356109225966,sitting
1386,2.534446969820004,-0.5722079386763155,sitting
1387,2.486457206569463,-0.5649863622076032,sitting
1388,2.549956408436988,-0.5451964126902715,sitting
1389,2.5501075660218047,-0.5404469499646631,sitting
1390,2.505303899887079,-0.5459101523316803,sitting
1391,2.5729072651036464,-0.558044726187306,sitting
1392,2.4339659053827334,-0.6168584341871512,sitting
1393,2.408990427608612,-0.6531469409763222,sitting
1394,2.452728715721084,-0.6346696120358604,sitting
1395,2.4641369330321075,-0.6309065332826216,sitting
1396,2.4126345253105432,-0.6283521831435959,sitting
1397,2.5144485239987526,-0.5863102831341998,sitting
1398,2.5304905343814825,-0.5326081014351409,sitting
1399,2.611401241724049,-0.4953385438522697,sitting
1400,2.5826160469876704,-0.5203463892280826,sitting
1401,2.459244347614609,-0.589922386449969,sitting
1402,2.456468952209565,-0.6248458871807556,sitting
1403,2.4456974394695687,-0.6259615122969211,sitting
1404,2.465553359889944,-0.6088460040937096,sitting
1405,2.505075064602036,-0.5786435649152679,sitting
1406,2.5269854914712417,-0.5532243065657356,sitting
1407,2.545319966418868,-0.5442937588789181,sitting
1408,2.522462780401681,-0.5304468696789733,sitting
1409,2.6052302342882068,-0.515979449721002,sitting
1410,2.5204221923642285,-0.5403464990370566,sitting
1411,2.50980262506144,-0.574722029552543,sitting
1412,2.4783476795290498,-0.5905541479263694,sitting
1413,2.4885486644013124,-0.6082632931828966,sitting
1414,2.428765059163069,-0.6304022895115828,sitting
1415,2.4495752994525484,-0.6300063026135452,sitting
1416,2.4693223717039823,-0.6223553022792694,sitting
1417,2.4396219882487404,-0.6300311277321762,sitting
1418,2.4485723810961617,-0.6326127017841059,sitting
1419,2.450045682648842,-0.633614943369746,sitting
1420,2.4341397203535,-0.6317971273374967,sitting
1421,2.4717496075205,-0.6286202089949273,sitting
1422,2.425143468852121,-0.6292107481242932,sitting
1423,2.4783837025044155,-0.6522951748812127,sitting
1424,2.326171666840528,-0.6310997084245398,sitting
1425,2.4067455818792136,-0.6895316267840621,sitting
1426,2.4194739024911254,-0.6629385851095644,sitting
1427,2.419815512926608,-0.6339184768497521,sitting
1428,2.52248440448298,-0.6077779404550712,sitting
1429,2.421367156513477,-0.6421416439338112,sitting
1430,2.383477946981152,-0.649264564197392,sitting
1431,2.5318819329609825,-0.5855245022398496,sitting
1432,2.5279234183638133,-0.5542374184441652,sitting
1433,2.51258479676106,-0.5532924345308898,sitting
1434,2.551000490216837,-0.5457929931780314,sitting
1435,2.5195054903194696,-0.5485488489623243,sitting
