,Timestamp,Confidence,Diameter,Event
0,-794905.937131,0.5,13.846012115478516,default
1,-794905.9292,0.5,13.9757137298584,default
2,-794905.921126,0.5,13.76289176940918,default
3,-794905.913187,0.5,13.721010208129885,default
4,-794905.9050200001,0.5,13.7201566696167,default
5,-794905.897141,0.4618697464466095,13.788093566894531,default
6,-794905.889033,0.5,13.944469451904299,default
7,-794905.881188,0.33455654978752136,13.71547508239746,default
8,-794905.873146,0.286753386259079,13.465287208557127,default
9,-794905.865113,0.0,0.0,default
10,-794905.857095,0.0,0.0,default
11,-794905.846134,0.0,0.0,default
12,-794905.8407310001,0.0,0.0,default
13,-794905.833203,0.2671168038745218,8.49467658996582,default
14,-794905.8251670001,0.0,0.0,default
15,-794905.808552,0.0,0.0,default
16,-794905.800392,0.0,0.0,default
17,-794905.790343,0.34298800414737174,8.449875831604004,default
18,-794905.782499,0.0,0.0,default
19,-794905.773188,0.0,0.0,default
20,-794905.765121,0.0,0.0,default
21,-794905.7571170001,0.0,0.0,default
22,-794905.747952,0.4904207124028955,13.24761199951172,default
23,-794905.740195,0.34658101201057434,13.728222846984863,default
24,-794905.731819,0.33179613947868347,14.179070472717285,default
25,-794905.723553,0.3035255968570709,14.33309841156006,default
26,-794905.7128420001,0.42490798234939575,14.579222679138184,default
27,-794905.703857,0.34595227241516113,14.240327835083008,default
28,-794905.70002,0.2749151885509491,14.569315910339355,default
29,-794905.69314,0.29303568601608276,15.225201606750488,default
30,-794905.68379,0.28217175602912903,16.063581466674805,default
31,-794905.676521,0.2456267774105072,16.57381248474121,default
32,-794905.669157,0.24263758957386014,16.799013137817383,default
33,-794905.660988,0.495,13.949470520019531,default
34,-794905.652749,0.4914357662200928,14.02044677734375,default
35,-794905.64521,0.5,14.101058959960938,default
36,-794905.637116,0.5,14.160456657409668,default
37,-794905.629135,0.5,14.090502738952638,default
38,-794905.621176,0.5,14.110472679138184,default
39,-794905.613164,0.4920753240585327,14.188305854797363,default
40,-794905.605193,0.5,14.073612213134766,default
41,-794905.597131,0.5,14.084192276000978,default
42,-794905.589136,0.499831110239029,14.12210464477539,default
43,-794905.581086,0.5,14.15719509124756,default
44,-794905.573222,0.5,14.26103687286377,default
45,-794905.565147,0.5,14.091065406799318,default
46,-794905.557174,0.5,14.353281021118164,default
47,-794905.549045,0.5,14.293116569519045,default
48,-794905.541192,0.5,14.196152687072754,default
49,-794905.5331080001,0.5,14.290739059448242,default
50,-794905.5252050001,0.5,14.3214111328125,default
51,-794905.517118,0.5,14.19139575958252,default
52,-794905.50908,0.5,14.31363582611084,default
53,-794905.501065,0.5,14.253984451293945,default
54,-794905.493003,0.5,14.31935691833496,default
55,-794905.483653,0.5,14.473008155822754,default
56,-794905.477033,0.5,14.33470058441162,default
57,-794905.468974,0.5,14.275473594665526,default
58,-794905.460846,0.5,14.427294731140138,default
59,-794905.453115,0.5,14.3590145111084,default
60,-794905.44522,0.5,14.352139472961426,default
61,-794905.437051,0.5,14.412343978881836,default
62,-794905.429097,0.5,14.466086387634277,default
63,-794905.421219,0.5,14.441587448120117,default
64,-794905.413178,0.5,14.50971794128418,default
65,-794905.405213,0.5,14.586721420288084,default
66,-794905.39709,0.5,14.620463371276855,default
67,-794905.389179,0.5,14.402907371520996,default
68,-794905.380983,0.5,14.499445915222168,default
69,-794905.373081,0.5,14.545526504516602,default
70,-794905.364159,0.5,14.463640213012695,default
71,-794905.356192,0.5,14.41484832763672,default
72,-794905.348665,0.5,14.472700119018555,default
73,-794905.340167,0.5,14.423505783081055,default
74,-794905.332061,0.5,14.443106651306152,default
75,-794905.325013,0.5,14.49951171875,default
76,-794905.314684,0.5,14.417230606079102,default
77,-794905.304689,0.5,14.358445167541504,default
78,-794905.297155,0.5,14.440281867980959,default
79,-794905.288871,0.8015319315076809,32.6980504989624,default
80,-794905.279885,0.5,14.508557319641113,default
81,-794905.2715190001,0.5,14.455023765563965,default
82,-794905.263378,0.5,14.378817558288574,default
83,-794905.255171,0.5,14.28492546081543,default
84,-794905.246883,0.5,14.49456024169922,default
85,-794905.240615,0.4942978322505951,14.38959789276123,default
86,-794905.232588,0.5,14.362507820129395,default
87,-794905.2238800001,0.5,14.257981300354004,default
88,-794905.215106,0.5,14.268056869506836,default
89,-794905.206087,0.5,14.333575248718262,default
90,-794905.197226,0.5,14.304579734802244,default
91,-794905.188729,0.5,14.196213722229004,default
92,-794905.183127,0.4900562167167664,14.402169227600098,default
93,-794905.176344,0.5,14.234048843383787,default
94,-794905.168972,0.5,14.29342555999756,default
95,-794905.16108,0.5,14.259238243103026,default
96,-794905.153117,0.5,14.29665184020996,default
97,-794905.145207,0.4950533509254456,14.404061317443846,default
98,-794905.137052,0.5,14.324498176574705,default
99,-794905.1292430001,0.5,14.29668140411377,default
100,-794905.121032,0.5,14.29668140411377,default
101,-794905.113152,0.5,14.188097953796387,default
102,-794905.105153,0.5,14.245720863342285,default
103,-794905.097171,0.5,14.230422019958496,default
104,-794905.089117,0.5,14.113182067871094,default
105,-794905.081122,0.5,14.113767623901365,default
106,-794905.073062,0.995,26.230472564697266,default
107,-794905.06514,1.0,26.292431831359863,default
108,-794905.057126,0.9734069406986237,26.099669456481934,default
109,-794905.049255,0.9844531714916229,26.04944610595703,default
110,-794905.0410580001,0.9774785041809082,26.457009315490723,default
111,-794905.033118,0.9876849353313446,26.007165908813477,default
112,-794905.024863,1.0,25.982563018798828,default
113,-794905.0169940001,0.9792110025882721,25.9715690612793,default
114,-794905.0089990001,0.9994582831859589,25.96994686126709,default
115,-794905.0009710001,1.0,25.80211639404297,default
116,-794904.993123,1.0,25.93517303466797,default
117,-794904.984878,0.9969807267189026,25.85578346252441,default
118,-794904.977042,1.0,25.75498962402344,default
119,-794904.9674140001,1.0,25.8196964263916,default
120,-794904.961132,1.0,25.866663932800293,default
121,-794904.953038,1.0,25.79531192779541,default
122,-794904.945111,1.0,25.880497932434082,default
123,-794904.936215,1.0,25.914246559143066,default
124,-794904.927838,1.0,25.715457916259766,default
125,-794904.919096,0.9981206059455872,25.747857093811035,default
126,-794904.910273,0.9700106084346771,25.54930019378662,default
127,-794904.903391,0.9948129951953888,25.536725997924805,default
128,-794904.895508,0.983542263507843,25.233732223510742,default
129,-794904.886191,0.9931178390979767,24.934813499450684,default
130,-794904.878738,1.0,24.924331665039062,default
131,-794904.871776,1.0,24.858988761901855,default
132,-794904.863274,1.0,24.623740196228027,default
133,-794904.85456,1.0,24.791443824768066,default
134,-794904.848348,1.0,24.459254264831543,default
135,-794904.83688,0.9536133408546448,24.480835914611816,default
136,-794904.827961,0.9785108864307404,24.405817985534668,default
137,-794904.819299,0.9963280856609344,24.180496215820312,default
138,-794904.811384,0.9990540742874146,24.266676902770993,default
139,-794904.804594,0.9796296060085297,24.244498252868652,default
140,-794904.796589,0.9974885582923889,24.476505279541016,default
141,-794904.78845,0.9912236034870148,24.349740028381348,default
142,-794904.779327,1.0,24.558177947998047,default
143,-794904.77038,0.9691588878631592,24.303689002990723,default
144,-794904.763965,1.0,24.1666898727417,default
145,-794904.756811,1.0,24.18255615234375,default
146,-794904.7489380001,0.9957637190818787,24.10310935974121,default
147,-794904.740786,1.0,24.13461208343506,default
148,-794904.731975,0.9724254608154297,23.978103637695312,default
149,-794904.72238,1.0,23.914579391479492,default
150,-794904.713015,0.9846722483634949,24.00223159790039,default
151,-794904.703169,0.9919241666793823,23.902172088623047,default
152,-794904.69353,0.9757412075996398,23.755308151245117,default
153,-794904.684383,1.0,24.066890716552734,default
154,-794904.675353,1.0,23.83600902557373,default
155,-794904.667095,1.0,23.917908668518066,default
156,-794904.6578800001,0.9887814223766327,23.82864475250244,default
157,-794904.65015,0.9586127698421478,23.86227798461914,default
158,-794904.642259,0.9936889410018921,23.81393814086914,default
159,-794904.633181,1.0,23.91965389251709,default
160,-794904.624236,1.0,23.769169807434082,default
161,-794904.6160800001,1.0,23.63022518157959,default
162,-794904.60783,0.983824759721756,23.748337745666504,default
163,-794904.601599,0.9979952573776245,23.691452026367188,default
164,-794904.594024,0.9602230489253998,23.700353622436523,default
165,-794904.58609,0.9763011038303375,23.700592041015625,default
166,-794904.577608,0.9984696209430695,23.621054649353027,default
167,-794904.5686390001,0.9846605062484741,23.701916694641113,default
168,-794904.559186,0.9891702234745026,23.647046089172363,default
169,-794904.5506290001,0.986703097820282,23.64587116241455,default
170,-794904.5424960001,0.9841842651367188,23.745985984802246,default
171,-794904.534147,0.9501004219055176,23.715316772460938,default
172,-794904.5264880001,0.9614559710025787,23.563294410705566,default
173,-794904.517843,0.9827936589717865,23.815940856933594,default
174,-794904.509169,0.9519687294960022,23.996883392333984,default
175,-794904.500949,0.9792645275592804,23.63514804840088,default
176,-794904.493191,0.9496949315071106,23.812559127807617,default
177,-794904.484457,0.9761373996734619,23.782602310180664,default
178,-794904.476401,0.9869059324264526,23.923558235168457,default
179,-794904.468995,0.9721993505954742,24.00759792327881,default
180,-794904.461134,0.9895782172679901,23.90592098236084,default
181,-794904.452972,0.9995450079441071,23.813554763793945,default
182,-794904.445063,1.0,24.059764862060547,default
183,-794904.436979,0.9722341001033783,23.9288911819458,default
184,-794904.4287490001,0.9763178825378418,24.07097625732422,default
185,-794904.419,0.9342870712280273,23.830286979675293,default
186,-794904.410389,0.9491031765937805,23.993041038513184,default
187,-794904.40205,0.9650010764598846,24.000383377075195,default
188,-794904.3938280001,1.0,24.052988052368164,default
189,-794904.384507,0.9987640976905823,24.27271556854248,default
190,-794904.376746,1.0,24.0014591217041,default
191,-794904.368886,1.0,24.08186435699463,default
192,-794904.361097,0.9758864939212799,24.00177001953125,default
193,-794904.352209,1.0,24.22099494934082,default
194,-794904.343641,0.9994417726993561,24.290013313293457,default
195,-794904.335951,1.0,24.016460418701172,default
196,-794904.327771,0.9808003306388855,23.967374801635742,default
197,-794904.319182,0.9943461418151855,24.24910259246826,default
198,-794904.312491,0.9685311615467072,24.13396453857422,default
199,-794904.304523,0.981965184211731,24.4323091506958,default
200,-794904.297116,1.0,24.40207004547119,default
201,-794904.287314,0.980798989534378,24.2153902053833,default
202,-794904.279312,0.9948059320449829,24.2803373336792,default
203,-794904.273019,1.0,24.373881340026855,default
204,-794904.26521,0.9886524975299835,24.5162353515625,default
205,-794904.257094,1.0,24.532838821411133,default
206,-794904.249002,0.977232426404953,24.429574012756348,default
207,-794904.240586,0.98824143409729,24.234349250793457,default
208,-794904.232973,0.9937776923179626,24.451454162597656,default
209,-794904.225146,1.0,24.56254005432129,default
210,-794904.216334,0.9742883741855621,24.583712577819824,default
211,-794904.208915,0.9829523861408234,24.545757293701172,default
212,-794904.201169,1.0,24.321118354797363,default
213,-794904.193072,1.0,24.758015632629395,default
214,-794904.185023,0.9876421093940735,24.537686347961426,default
215,-794904.177138,0.987577348947525,24.5747709274292,default
216,-794904.169023,0.9983548820018768,24.331923484802246,default
217,-794904.161016,0.9790967702865601,24.545713424682617,default
218,-794904.152857,0.9462226331233978,24.284931182861328,default
219,-794904.1449290001,1.0,24.70767879486084,default
220,-794904.136922,1.0,24.460783004760742,default
221,-794904.127878,1.0,24.779701232910156,default
222,-794904.119587,1.0,24.521827697753906,default
223,-794904.111376,0.9992063939571381,24.734907150268555,default
224,-794904.101412,1.0,24.53827953338623,default
225,-794904.093581,0.9921466708183289,24.460859298706055,default
226,-794904.084886,1.0,24.366171836853027,default
227,-794904.077332,1.0,24.716378211975098,default
228,-794904.067475,0.9924118220806122,24.90546703338623,default
229,-794904.059477,1.0,24.97127914428711,default
230,-794904.053968,1.0,24.84903049468994,default
231,-794904.047758,1.0,24.9983491897583,default
232,-794904.037961,1.0,25.123106956481934,default
233,-794904.029174,1.0,25.173100471496582,default
234,-794904.021436,0.9939966797828674,25.09964370727539,default
235,-794904.014771,1.0,25.03387451171875,default
236,-794904.0063220001,1.0,25.01542377471924,default
237,-794903.998497,1.0,25.1314115524292,default
238,-794903.989079,1.0,25.19894981384277,default
239,-794903.979312,1.0,24.968833923339844,default
240,-794903.9706850001,1.0,25.29667091369629,default
241,-794903.961627,1.0,25.25868511199951,default
242,-794903.953509,1.0,25.219258308410645,default
243,-794903.945494,0.9895957410335541,25.084508895874023,default
244,-794903.936944,1.0,25.072165489196777,default
245,-794903.92791,1.0,25.306227684021,default
246,-794903.918983,0.9859704375267029,24.863459587097168,default
247,-794903.911408,1.0,24.95728588104248,default
248,-794903.901164,1.0,25.303356170654297,default
249,-794903.892252,1.0,25.139975547790527,default
250,-794903.883441,1.0,25.471346855163574,default
251,-794903.876417,0.9787465333938599,25.114957809448242,default
252,-794903.867878,1.0,25.112199783325195,default
253,-794903.861224,1.0,25.318552017211914,default
254,-794903.853068,1.0,25.114567756652832,default
255,-794903.8450130001,1.0,25.142491340637207,default
256,-794903.837,1.0,25.21887493133545,default
257,-794903.829132,1.0,25.346196174621582,default
258,-794903.820966,1.0,25.55446720123291,default
259,-794903.813022,0.9975894093513489,25.427186012268066,default
260,-794903.805064,0.9992523491382599,25.461733818054203,default
261,-794903.7970510001,0.9778118133544922,25.5665864944458,default
262,-794903.788418,1.0,25.50953769683838,default
263,-794903.7802030001,1.0,25.49061679840088,default
264,-794903.773119,1.0,25.406343460083008,default
265,-794903.765097,1.0,25.574549674987793,default
266,-794903.757188,0.9811737835407257,25.573548316955566,default
267,-794903.748987,0.971075713634491,25.42006206512451,default
268,-794903.740042,1.0,25.62043571472168,default
269,-794903.733047,0.9993907809257507,25.669899940490723,default
270,-794903.7251040001,0.9921023547649384,25.64546012878418,default
271,-794903.7170760001,0.9995395541191101,25.671247482299805,default
272,-794903.709053,0.9884938895702362,25.724371910095215,default
273,-794903.700446,0.9858182370662689,25.942727088928223,default
274,-794903.6922780001,0.9416215717792511,26.1455078125,default
275,-794903.68406,0.9307921230792999,25.9070987701416,default
276,-794903.674369,0.9455353021621704,25.900129318237305,default
277,-794903.6643770001,0.9441390931606293,26.094829559326172,default
278,-794903.6543330001,0.811156690120697,25.84066867828369,default
279,-794903.645612,0.7647449672222137,25.86946964263916,default
280,-794903.637723,0.5834962427616119,24.183731079101562,default
281,-794903.628521,0.0,0.0,default
282,-794903.619237,0.0,0.0,default
283,-794903.609739,0.0,0.0,default
284,-794903.601221,0.0,0.0,default
285,-794903.592991,0.242559382267897,12.591045379638672,default
286,-794903.583885,0.0,0.0,default
287,-794903.5738990001,0.0,0.0,default
288,-794903.559935,0.3400136334369088,9.75178337097168,default
289,-794903.545151,0.495,12.493807792663574,default
290,-794903.531015,0.31860047578811646,12.82636833190918,default
291,-794903.5183710001,0.854102189540863,24.672121047973633,default
292,-794903.506089,0.8157871067523956,25.658771514892578,default
293,-794903.491605,0.8543168902397156,25.914440155029297,default
294,-794903.476482,0.8775748312473297,26.53329849243164,default
295,-794903.462218,0.8523179590702057,26.46351718902588,default
296,-794903.448087,0.9183485209941864,25.575023651123047,default
297,-794903.431998,0.8290121555328369,25.596210479736328,default
298,-794903.424035,0.9123725295066833,25.386571884155273,default
299,-794903.410315,0.90674889087677,25.684176445007324,default
300,-794903.404854,0.8622066080570221,25.984429359436035,default
301,-794903.394202,0.8907850086688995,25.788151741027832,default
302,-794903.3852670001,0.966918408870697,25.680110931396484,default
303,-794903.3783410001,0.9300967156887054,25.56967544555664,default
304,-794903.369867,0.8972827196121216,25.5968074798584,default
305,-794903.362373,0.9398611783981323,25.629064559936523,default
306,-794903.354234,0.9631780982017516,25.771178245544434,default
307,-794903.346228,0.9947734475135803,25.43854522705078,default
308,-794903.339927,0.9071367383003235,25.63797378540039,default
309,-794903.333648,0.894702136516571,24.662235260009766,default
310,-794903.326137,0.25136855244636536,10.850175857543945,default
311,-794903.318732,0.0,0.0,default
312,-794903.3100020001,0.0,0.0,default
313,-794903.3013630001,0.2480977103101009,16.466859817504883,default
314,-794903.290428,0.0,0.0,default
315,-794903.281026,0.0,0.0,default
316,-794903.2720390001,0.0,0.0,default
317,-794903.26398,0.3629569763696179,8.614741325378418,default
318,-794903.255037,0.7756267657317992,22.683195114135742,default
319,-794903.2464920001,0.9170651388168335,19.176566123962402,default
320,-794903.230124,0.362766295671463,8.724642753601074,default
321,-794903.213461,0.40262195467948914,8.773407936096191,default
322,-794903.19683,0.6999888142246256,20.51074981689453,default
323,-794903.18256,0.8089969158172607,22.53439712524414,default
324,-794903.166656,0.824859619140625,22.752833366394043,default
325,-794903.153406,0.8101791441440582,24.75528907775879,default
326,-794903.143487,0.8519230782985687,24.616772651672363,default
327,-794903.13369,0.893796443939209,25.588462829589844,default
328,-794903.1277460001,0.9463878870010376,25.839285850524902,default
329,-794903.116481,0.8926622271537781,26.279216766357422,default
330,-794903.103882,0.9019934237003326,25.771889686584473,default
331,-794903.091777,0.8553688824176788,25.547415733337402,default
332,-794903.075173,0.8615924715995789,25.1589937210083,default
333,-794903.064998,0.9432055354118347,25.077861785888672,default
334,-794903.056919,0.9500379264354706,25.260855674743652,default
335,-794903.049094,0.9070046544075012,25.189345359802246,default
336,-794903.0411040001,0.888336181640625,25.1453914642334,default
337,-794903.032985,0.8555105030536652,25.244630813598633,default
338,-794903.025046,0.9344144463539124,25.31397247314453,default
339,-794903.016939,0.8576947748661041,25.265779495239258,default
340,-794903.007984,0.9376047849655151,25.664546966552734,default
341,-794902.999868,0.9481246769428253,25.671683311462402,default
342,-794902.990998,0.8904567956924438,25.500540733337402,default
343,-794902.981944,0.9563440084457397,25.508431434631348,default
344,-794902.973034,0.939172089099884,25.35144805908203,default
345,-794902.9635600001,0.8023264408111572,25.367372512817383,default
346,-794902.9542810001,0.894298791885376,25.347946166992188,default
347,-794902.946693,0.9253186881542206,25.333606719970703,default
348,-794902.938575,0.9148178994655609,25.412121772766113,default
349,-794902.932467,0.8609769344329834,25.49601173400879,default
350,-794902.924166,0.9383425414562225,25.27031707763672,default
351,-794902.916313,0.8887142837047577,25.5844669342041,default
352,-794902.908799,0.8371798992156982,25.93070411682129,default
353,-794902.9005560001,0.8076037466526031,26.204700469970703,default
354,-794902.892894,0.8098194599151611,26.284823417663574,default
355,-794902.884617,0.804667741060257,26.44647789001465,default
356,-794902.87607,0.8113413155078888,26.326075553894043,default
357,-794902.866601,0.8394575119018555,26.311387062072754,default
358,-794902.857801,0.7647366225719452,25.591793060302734,default
359,-794902.847926,0.7569203674793243,24.790250778198242,default
360,-794902.839411,0.7868193686008453,24.908916473388672,default
361,-794902.830617,0.8293975591659546,24.98031234741211,default
362,-794902.821614,0.8141312301158905,24.932390213012695,default
363,-794902.814086,0.8434748947620392,25.080394744873047,default
364,-794902.806411,0.8800736367702484,25.039937019348145,default
365,-794902.791315,0.8380045294761658,25.009135246276855,default
366,-794902.783297,0.8288984894752502,24.86999034881592,default
367,-794902.7744850001,0.8784815967082977,24.627345085144043,default
368,-794902.766564,0.8576629161834717,24.522268295288086,default
369,-794902.757734,0.8485624492168427,24.5136661529541,default
370,-794902.749562,0.894884467124939,24.488872528076172,default
371,-794902.74289,0.8645114004611969,24.359160423278805,default
372,-794902.736452,0.8719482123851776,24.144208908081055,default
373,-794902.730828,0.8241196572780609,24.163350105285645,default
374,-794902.725227,0.8469754457473755,24.304686546325684,default
375,-794902.717162,0.8193103969097137,24.09687232971191,default
376,-794902.709043,0.8250843584537506,24.027795791625977,default
377,-794902.701062,0.8625238835811615,24.654294967651367,default
378,-794902.693114,0.8119430243968964,24.896060943603516,default
379,-794902.684831,0.8528936505317688,24.476158142089844,default
380,-794902.677033,0.8554063439369202,24.021214485168457,default
381,-794902.668054,0.8586191236972809,23.11237335205078,default
382,-794902.6584290001,0.8352171182632446,23.188302040100098,default
383,-794902.650863,0.7775961756706238,22.997641563415527,default
384,-794902.643077,0.8479008078575134,23.039673805236816,default
385,-794902.635296,0.8141541481018066,22.894378662109375,default
386,-794902.627267,0.8071025907993317,22.749089241027832,default
387,-794902.621091,0.8321858942508698,22.716975212097168,default
388,-794902.613081,0.8582658767700195,22.500797271728516,default
389,-794902.604809,0.8712713718414307,22.338661193847656,default
390,-794902.594541,0.9040824472904205,22.251731872558594,default
391,-794902.588664,0.9157103598117828,22.163071632385254,default
392,-794902.580464,0.8516331017017365,22.12054824829102,default
393,-794902.573155,0.8459725379943848,22.15731143951416,default
394,-794902.565064,0.8803686201572418,21.942800521850586,default
395,-794902.557113,0.8984692990779877,21.98426055908203,default
396,-794902.548877,0.8565685153007507,21.78464984893799,default
397,-794902.541008,0.7993755042552948,21.8115816116333,default
398,-794902.532755,0.8736021518707275,21.89331817626953,default
399,-794902.5251730001,0.8272846937179565,21.882147789001465,default
400,-794902.516263,0.822589248418808,21.91395378112793,default
401,-794902.504934,0.9139287769794464,22.204326629638672,default
402,-794902.496939,0.8465107977390289,21.99562931060791,default
403,-794902.488746,0.932452917098999,21.63357162475586,default
404,-794902.479954,0.8511498272418976,21.71546173095703,default
405,-794902.470848,0.8032980263233185,21.791715621948242,default
406,-794902.4630100001,0.8152323067188263,21.63014316558838,default
407,-794902.455451,0.9096344411373138,21.74606227874756,default
408,-794902.447239,0.879952073097229,21.597214698791504,default
409,-794902.4382880001,0.8439420759677887,21.48406982421875,default
410,-794902.428419,0.8952595591545105,21.512557983398438,default
411,-794902.419725,0.8476876318454742,21.564902305603027,default
412,-794902.412627,0.8615290224552155,21.44170379638672,default
413,-794902.4040110001,0.8040027320384979,22.199331283569336,default
414,-794902.395421,0.7142686247825623,22.951881408691406,default
415,-794902.386685,0.8581602227687836,22.032877922058105,default
416,-794902.378792,0.8804317367076874,21.756345748901367,default
417,-794902.370673,0.7369067966938019,21.19559955596924,default
418,-794902.361513,0.7313096225261688,21.35498332977295,default
419,-794902.352761,0.7360902726650238,21.04550266265869,default
420,-794902.344994,0.6943783760070801,21.063599586486816,default
421,-794902.3313590001,0.6855457723140717,20.963132858276367,default
422,-794902.323398,0.7009763717651367,20.95225429534912,default
423,-794902.315262,0.752616286277771,20.96254825592041,default
424,-794902.300563,0.7019220888614655,20.895353317260742,default
425,-794902.286532,0.7467559576034546,21.041093826293945,default
426,-794902.2702970001,0.7677770853042603,21.180919647216797,default
427,-794902.255114,0.7956270277500153,20.83047389984131,default
428,-794902.240428,0.8218411505222321,20.71013164520264,default
429,-794902.226224,0.7857876420021057,20.795907974243164,default
430,-794902.210945,0.7330110371112823,20.756723403930664,default
431,-794902.1943740001,0.6968107521533966,20.633028984069824,default
432,-794902.17985,0.7572334706783295,20.77768039703369,default
433,-794902.164189,0.7290497124195099,20.64272975921631,default
