,index,Timestamp,Dia_Spline3_Base,Event
0,1038,423096.884032,-0.4873618198298584,sitting
1,1039,423096.898687,-0.48423826446073215,sitting
2,1040,423096.909257,-0.45875984184643914,sitting
3,1041,423096.928752,-0.44208883240940144,sitting
4,1042,423096.942152,-0.4442889079451824,sitting
5,1043,423096.962252,-0.4548252735040077,sitting
6,1044,423096.977891,-0.44008126002915726,sitting
7,1045,423096.993489,-0.362866446083004,sitting
8,1046,423097.008742,-0.3318586976704714,sitting
9,1047,423097.025652,-0.40838123000050675,sitting
10,1048,423097.0399,-0.3361042045121416,sitting
11,1049,423097.058007,-0.19992195799718515,sitting
12,1050,423097.073832,-0.2763682789454591,sitting
13,1051,423097.093354,-0.13936841275801104,sitting
14,1052,423097.113497,-0.3628154309264586,sitting
15,1053,423097.133382,-0.18429640747500242,sitting
16,1054,423097.153015,-0.36276441576991325,sitting
17,1055,423097.170618,-0.31555116657515403,sitting
18,1056,423097.188937,-0.3539036078811888,sitting
19,1057,423097.202543,-0.5167128876946359,sitting
20,1058,423097.218859,-0.6027010353624369,sitting
21,1059,423097.225875,-0.5947861436787347,sitting
22,1060,423097.23728,-0.5778806101110876,sitting
23,1061,423097.246275,-0.5758979000146749,sitting
24,1062,423097.257456,-0.5809403555687076,sitting
25,1063,423097.269058,-0.5138885249570793,sitting
26,1064,423097.281911,-0.46844236453610955,sitting
27,1065,423097.295688,-0.5071068934896781,sitting
28,1066,423097.308093,-0.5224755770535905,sitting
29,1067,423097.322623,-0.531998204185357,sitting
30,1068,423097.339075,-0.550238895921418,sitting
31,1069,423097.349684,-0.5392638146413913,sitting
32,1070,423097.362127,-0.5360509481635913,sitting
33,1071,423097.378014,-0.5565284046059735,sitting
34,1072,423097.388159,-0.5693692986748498,sitting
35,1073,423097.397562,-0.5625306862444623,sitting
36,1074,423097.409962,-0.5443494317990962,sitting
37,1075,423097.419867,-0.5385213419701125,sitting
38,1076,423097.433689,-0.5489819875989939,sitting
39,1077,423097.443452,-0.537286145066852,sitting
40,1078,423097.456795,-0.537286145066852,sitting
41,1079,423097.466933,-0.532834735684484,sitting
42,1080,423097.479077,-0.36155692766610437,sitting
43,1081,423097.493737,-0.4466825378549306,sitting
44,1082,423097.509556,-0.30250518401587856,sitting
45,1083,423097.519768,-0.4832931799667841,sitting
46,1084,423097.528498,-0.3797591388123871,sitting
47,1085,423097.536576,-0.5481211492599836,sitting
48,1086,423097.54619,-0.5408700920644538,sitting
49,1087,423097.556227,-0.5296185232053767,sitting
50,1088,423097.565575,-0.5117067048234543,sitting
51,1089,423097.57462,-0.5011826429486426,sitting
52,1090,423097.58474,-0.48639303771738174,sitting
53,1091,423097.592099,-0.48019332221618627,sitting
54,1092,423097.601022,-0.35091215790514974,sitting
55,1093,423097.612783,-0.49378784033301204,sitting
56,1094,423097.621977,-0.5064446738860484,sitting
57,1095,423097.631279,-0.5206626140144155,sitting
58,1096,423097.646088,-0.5064446738860484,sitting
59,1097,423097.656414,-0.4149237021129528,sitting
60,1098,423097.67087,-0.5900393016633103,sitting
61,1099,423097.680728,-0.606827147973533,sitting
62,1100,423097.693119,-0.587912667237092,sitting
63,1101,423097.704237,-0.5642238711785441,sitting
64,1102,423097.718414,-0.5498675216834585,sitting
65,1103,423097.728628,-0.5510227709132185,sitting
66,1104,423097.738262,-0.5630199568879373,sitting
67,1105,423097.751003,-0.4342538521098238,sitting
68,1106,423097.760376,-0.5097552643082448,sitting
69,1107,423097.770853,-0.5097552643082448,sitting
70,1108,423097.781119,-0.5097552643082448,sitting
71,1109,423097.79124,-0.3935891563778171,sitting
72,1110,423097.803079,-0.46964300693303107,sitting
