,Dia_Spline3_Base,Event
2,-1.9193687438964844,default
3,-2.024648666381836,default
4,-1.9420866966247559,default
5,-1.7936019897460938,default
6,-1.671846866607666,default
7,-1.560689926147461,default
8,-1.6417155265808105,default
9,-1.859065055847168,default
10,-1.8594880104064941,default
11,-1.694495677947998,default
12,-1.4753422737121582,default
13,-1.2015724182128906,default
14,-0.891486644744873,default
15,-0.5776262283325195,default
16,-0.393007755279541,default
17,-0.19726991653442028,default
18,0.026281356811523438,default
19,-0.12335395812988281,default
20,-0.6680536270141602,default
21,-1.06166410446167,default
22,-1.0750703811645508,default
23,-0.9223418235778809,default
24,-0.7927098274230957,default
25,-0.8031220436096191,default
26,-0.8244805335998535,default
27,-0.6688094139099121,default
28,-0.336881160736084,default
29,-0.03179168701171875,default
30,0.13657712936401367,default
31,0.37770891189575195,default
32,0.6742897033691406,default
33,0.8647475242614746,default
34,1.1690077781677246,default
35,1.5266008377075195,default
36,1.7616991996765137,default
37,1.9879608154296875,default
38,2.1399669647216797,default
39,2.483837127685547,default
40,3.0885777473449707,default
41,3.422060012817383,default
42,3.4856810569763184,default
43,3.63273286819458,default
44,3.8808536529541016,default
45,4.008270740509033,default
46,3.9545235633850098,default
47,3.8368258476257324,default
48,3.6363887786865234,default
49,3.3859848976135254,default
50,3.179020881652832,default
51,2.990727424621582,default
52,2.823301315307617,default
53,2.791689872741699,default
54,2.9351820945739746,default
55,2.9453868865966797,default
56,2.725083351135254,default
57,2.4554924964904785,default
58,2.1960573196411133,default
59,2.0609140396118164,default
60,1.8934826850891113,default
61,1.6382222175598145,default
62,1.5334806442260742,default
63,1.4852352142333984,default
64,1.2831182479858398,default
65,0.9466361999511719,default
66,0.6442728042602539,default
67,0.5735397338867188,default
68,0.5238742828369141,default
69,0.14118337631225586,default
70,-0.19315481185913086,default
71,0.5531487464904785,default
72,2.411273956298828,default
73,4.150897979736328,default
74,4.980488300323486,default
75,4.558996677398682,default
76,3.8187131881713867,default
77,3.762355327606201,default
78,3.4899163246154785,default
79,2.699130058288574,default
80,1.8779187202453613,default
81,0.9885754585266113,default
82,0.20704889297485352,default
83,-0.3120722770690918,default
84,-0.590087890625,default
85,-0.6619629859924316,default
86,-0.6857752799987793,default
87,-0.7408847808837855,default
88,-0.6872057914733887,default
89,-0.567594051361084,default
90,-0.6701064109802246,default
91,-0.7657380104064941,default
92,-0.7206282615661621,default
93,-0.7007713317871094,default
94,-0.6645708084106445,default
95,-0.6309123039245605,default
96,-0.6227850914001465,default
97,-0.6775031089782715,default
98,-0.770230770111084,default
99,-0.7965655326843262,default
100,-0.8178820610046387,default
101,-0.8452749252319336,default
102,-0.8347911834716797,default
103,-0.8802700042724645,default
104,-0.9874992370605469,default
105,-1.0003166198730469,default
106,-0.8123888969421387,default
107,-0.6099057197570801,default
108,-0.6281218528747559,default
109,-0.7844691276550293,default
110,-0.8978710174560547,default
111,-1.06355619430542,default
112,-1.2415494918823242,default
113,-1.239029884338379,default
114,-1.2912607192993164,default
115,-1.5459394454956055,default
116,-1.9297246932983398,default
117,-2.3109145164489746,default
118,-2.455174446105957,default
119,-2.442901611328125,default
120,-2.4353318214416504,default
121,-2.3145995140075684,default
122,-2.171679973602295,default
123,-1.9916572570800781,default
124,-1.614698886871338,default
125,-1.1524434089660645,default
126,-0.24290990829467418,default
127,1.2641324996948242,default
128,2.5836358070373535,default
129,3.279021739959717,default
130,3.5555052757263184,default
131,3.4407882690429688,default
132,3.0973305702209473,default
133,2.74783992767334,default
134,2.7089076042175257,default
135,3.2736563682556152,default
136,3.791377544403076,default
137,3.8866629600524902,default
138,3.623530864715576,default
139,3.155564785003662,default
140,2.8487415313720703,default
141,2.47121524810791,default
142,2.168081760406494,default
143,2.4362754821777344,default
144,2.8836584091186523,default
145,1.915942668914795,default
146,0.42526721954345703,default
147,0.8438858985900879,default
148,0.8838825225830078,default
149,-0.2617330551147461,default
150,-0.2412576675415039,default
151,0.029371261596679688,default
152,-0.32284975051879883,default
153,-0.5742063522338867,default
154,-0.5460729598999023,default
155,-0.4580345153808594,default
156,-0.6651759147644043,default
157,-1.0152864456176758,default
158,-1.2291865348815918,default
159,-1.4739365577697754,default
160,-1.5262093544006348,default
161,-1.3076610565185547,default
162,-0.5096445083618164,default
163,1.1814680099487305,default
164,2.5888819694519043,default
165,3.3431763648986816,default
166,4.183285236358643,default
167,4.062180042266846,default
168,2.3976235389709473,default
169,1.2336478233337402,default
170,1.0253214836120605,default
171,0.5657382011413574,default
172,0.10172891616821289,default
173,0.12278175354003906,default
174,0.2158517837524414,default
175,0.07837581634521484,default
176,0.0,default
177,0.1906590461730957,default
178,0.514890193939209,default
179,0.7463030815124512,default
180,0.7280383110046387,default
181,0.5857181549072266,default
182,0.5789146423339844,default
183,0.5826740264892578,default
184,0.37684202194213867,default
185,0.18393611907958984,default
186,0.28298330307006836,default
187,0.5841236114501953,default
188,0.8255949020385742,default
189,0.8575305938720739,default
190,0.6529107093811035,default
191,0.5754361152648926,default
192,0.7977585792541504,default
193,1.0721964836120605,default
194,1.3146004676818848,default
195,1.4975056648254395,default
196,1.5806756019592285,default
197,1.6933369636535645,default
198,2.025371551513672,default
199,2.1634297370910645,default
200,1.6611628069604194,default
201,1.728953140436559,default
202,1.7336137569350818,default
203,1.7302892845077835,default
204,1.719405715644978,default
205,1.7013890428369933,default
206,1.6766652585741326,default
207,1.6456603553467097,default
208,1.6088003256450527,default
209,1.5665111619594683,default
210,1.5192188567802773,default
211,1.4673494025977831,default
212,1.4113287919023065,default
213,1.3515830171841685,default
214,1.2885380709336829,default
215,1.22261994564116,default
216,1.15425463379691,default
217,1.0838681278912645,default
218,1.011886420414534,default
219,0.9387355038570178,default
220,0.8648413707090441,default
221,0.7906300134609339,default
222,0.7165274246029902,default
223,0.6429595966255377,default
224,0.5703525220188794,default
225,0.49913219327334346,default
226,0.4297246028792401,default
227,0.36255574332688667,default
228,0.29805160710659706,default
229,0.23663818670868508,default
230,0.17874147462346457,default
231,0.12478746334124935,default
232,0.07520214535236391,default
233,0.030411513147122093,default
234,-0.009158440784176491,default
235,-0.04308172395119669,default
236,-0.07093234386363534,default
237,-0.09228430803117149,default
238,-0.10671162396349843,default
239,-0.1137882991702881,default
240,-0.11308834116123023,default
241,-0.1041857574460181,default
242,-0.08665455553432366,default
243,-0.0600687429358473,default
244,-0.024002327160253856,default
245,0.021970684282763386,default
246,0.07827628388351116,default
247,0.1453404641323104,default
248,0.22358921751948202,default
249,0.3134485365353399,default
250,0.41534441367019426,default
251,0.5297028414143554,default
252,0.6569498122581514,default
253,2.7658045291900635,default
254,0.5933263268362552,default
255,0.7332583934490202,default
256,2.0553107261657715,default
257,0.8997704982757568,default
258,1.0438039302825928,default
259,3.2098536491394043,default
260,1.611036777496338,default
261,1.1138415336608887,default
262,0.9737663269042969,default
263,0.8095669746398926,default
264,0.8257746696472168,default
265,1.6876263618469238,default
266,1.3525941371917725,default
267,1.5492444038391113,default
268,1.1813249588012695,default
269,1.1479971408843994,default
270,1.1198318004608154,default
271,1.1701722145080566,default
