Filename,Max level value,Low level value,LHIPA,IPA,IPA 3,IPA 4,IPA 5,IPA 6,IPA 7,LHIPA 3,LHIPA 4,LHIPA 5,LHIPA 6,LHIPA 7,Low level value 3,Low level value 4,Low level value 5,Low level value 6,Low level value 7
05-09-19-30-lowlux-nothing,6,,,,0.14540880566063355,,,,,7.1831949996352975,3.6061383803837117,1.9193962347203628,0.8142893116995479,0.49438993924615404,2.0,3.0,4.0,5.0,6.0
