left,right,isBlink,Luminance,Labels,PID,Averaged Sampling Rate
45.16064834594727,48.32916069030762,0,lowlux,nothing,07,162.18454632690705
45.091270446777344,48.24067306518555,0,lowlux,nothing,07,162.18454632690705
45.02189254760742,48.34153747558594,0,lowlux,nothing,07,162.18454632690705
45.00742530822754,48.44240188598633,0,lowlux,nothing,07,162.18454632690705
44.992958068847656,48.31060981750488,0,lowlux,nothing,07,162.18454632690705
44.75840187072754,48.17881774902344,0,lowlux,nothing,07,162.18454632690705
44.52384567260742,48.34827995300293,0,lowlux,nothing,07,162.18454632690705
44.62338066101074,48.51774215698242,0,lowlux,nothing,07,162.18454632690705
44.72291564941406,48.56113624572754,0,lowlux,nothing,07,162.18454632690705
44.51632499694824,48.604530334472656,0,lowlux,nothing,07,162.18454632690705
44.30973434448242,48.48098119099935,0,lowlux,nothing,07,162.18454632690705
44.53330612182617,48.35743204752604,0,lowlux,nothing,07,162.18454632690705
44.81753921508789,48.233882904052734,0,lowlux,nothing,07,162.18454632690705
45.10177230834961,48.18209457397461,0,lowlux,nothing,07,162.18454632690705
44.959211349487305,48.13030624389648,0,lowlux,nothing,07,162.18454632690705
44.816650390625,48.10376167297363,0,lowlux,nothing,07,162.18454632690705
45.031023025512695,48.07721710205078,0,lowlux,nothing,07,162.18454632690705
45.24539566040039,48.09594535827637,0,lowlux,nothing,07,162.18454632690705
45.22052574157715,48.11467361450195,0,lowlux,nothing,07,162.18454632690705
45.19565582275391,48.279930114746094,0,lowlux,nothing,07,162.18454632690705
45.064170837402344,48.44518661499024,0,lowlux,nothing,07,162.18454632690705
44.93268585205078,48.47440719604492,0,lowlux,nothing,07,162.18454632690705
44.88166046142578,48.50362777709961,0,lowlux,nothing,07,162.18454632690705
44.83063507080078,48.62333869934082,0,lowlux,nothing,07,162.18454632690705
45.054771423339844,48.74304962158203,0,lowlux,nothing,07,162.18454632690705
45.278907775878906,48.537078857421875,0,lowlux,nothing,07,162.18454632690705
44.960750579833984,48.33110809326172,0,lowlux,nothing,07,162.18454632690705
44.64259338378906,48.459564208984375,0,lowlux,nothing,07,162.18454632690705
45.057106018066406,48.58802032470703,0,lowlux,nothing,07,162.18454632690705
45.14235051472982,48.71647644042969,0,lowlux,nothing,07,162.18454632690705
45.22759501139323,48.8361930847168,0,lowlux,nothing,07,162.18454632690705
45.31283950805664,48.68486785888672,0,lowlux,nothing,07,162.18454632690705
45.026065826416016,48.53354263305664,0,lowlux,nothing,07,162.18454632690705
45.31467056274414,48.38221740722656,0,lowlux,nothing,07,162.18454632690705
45.04041862487793,48.34169578552246,0,lowlux,nothing,07,162.18454632690705
45.010324478149414,48.30117416381836,0,lowlux,nothing,07,162.18454632690705
44.99337248551218,48.08270454406738,0,lowlux,nothing,07,162.18454632690705
44.99458312988281,47.864234924316406,0,lowlux,nothing,07,162.18454632690705
44.99216184114155,48.0615234375,0,lowlux,nothing,07,162.18454632690705
44.989740552400285,48.057528183599224,1,lowlux,nothing,07,162.18454632690705
44.987319263659025,48.05353292969845,1,lowlux,nothing,07,162.18454632690705
44.984897974917764,48.04953767579767,1,lowlux,nothing,07,162.18454632690705
44.982476686176504,48.0455424218969,1,lowlux,nothing,07,162.18454632690705
44.98005539743524,48.04154716799612,1,lowlux,nothing,07,162.18454632690705
44.97763410869398,48.037551914095346,1,lowlux,nothing,07,162.18454632690705
44.975212819952716,48.03355666019457,1,lowlux,nothing,07,162.18454632690705
44.97279153121145,48.029561406293794,1,lowlux,nothing,07,162.18454632690705
44.97037024247019,48.02556615239302,1,lowlux,nothing,07,162.18454632690705
44.96794895372893,48.02157089849224,1,lowlux,nothing,07,162.18454632690705
44.96552766498766,48.01757564459147,1,lowlux,nothing,07,162.18454632690705
44.9631063762464,48.01358039069069,1,lowlux,nothing,07,162.18454632690705
44.96068508750514,48.00958513678991,1,lowlux,nothing,07,162.18454632690705
44.95826379876388,48.00558988288913,1,lowlux,nothing,07,162.18454632690705
44.95584251002261,48.00159462898836,1,lowlux,nothing,07,162.18454632690705
44.95342122128135,47.99759937508758,1,lowlux,nothing,07,162.18454632690705
44.95099993254009,47.993604121186806,1,lowlux,nothing,07,162.18454632690705
44.948578643798825,47.98960886728603,1,lowlux,nothing,07,162.18454632690705
44.946157355057565,47.985613613385254,1,lowlux,nothing,07,162.18454632690705
44.943736066316305,47.98161835948448,1,lowlux,nothing,07,162.18454632690705
44.941314777575045,47.9776231055837,1,lowlux,nothing,07,162.18454632690705
44.93889348883378,47.97362785168293,1,lowlux,nothing,07,162.18454632690705
44.93647220009252,47.96963259778215,1,lowlux,nothing,07,162.18454632690705
44.93405091135126,47.965637343881376,1,lowlux,nothing,07,162.18454632690705
44.93162962260999,47.9616420899806,1,lowlux,nothing,07,162.18454632690705
44.92920833386873,47.957646836079824,1,lowlux,nothing,07,162.18454632690705
44.92678704512747,47.95365158217905,1,lowlux,nothing,07,162.18454632690705
44.9243657563862,47.94965632827827,1,lowlux,nothing,07,162.18454632690705
44.92194446764494,47.9456610743775,1,lowlux,nothing,07,162.18454632690705
44.91952317890368,47.94166582047672,1,lowlux,nothing,07,162.18454632690705
44.91710189016242,47.937670566575946,1,lowlux,nothing,07,162.18454632690705
44.91468060142115,47.93367531267517,1,lowlux,nothing,07,162.18454632690705
44.91225931267989,47.929680058774395,1,lowlux,nothing,07,162.18454632690705
44.90983802393863,47.92568480487362,1,lowlux,nothing,07,162.18454632690705
44.907416735197366,47.92168955097284,1,lowlux,nothing,07,162.18454632690705
44.904995446456105,47.91769429707207,1,lowlux,nothing,07,162.18454632690705
44.902574157714845,47.91369904317129,1,lowlux,nothing,07,162.18454632690705
44.900152868973585,47.90970378927051,1,lowlux,nothing,07,162.18454632690705
44.89773158023232,47.90570853536973,1,lowlux,nothing,07,162.18454632690705
44.89531029149106,47.90171328146896,1,lowlux,nothing,07,162.18454632690705
44.8928890027498,47.89771802756818,1,lowlux,nothing,07,162.18454632690705
44.89046771400853,47.893722773667406,1,lowlux,nothing,07,162.18454632690705
44.88804642526727,47.88972751976663,1,lowlux,nothing,07,162.18454632690705
44.88562513652601,47.885732265865855,1,lowlux,nothing,07,162.18454632690705
44.88320384778474,47.88173701196508,1,lowlux,nothing,07,162.18454632690705
44.88078255904348,47.8777417580643,1,lowlux,nothing,07,162.18454632690705
44.87836127030222,47.87374650416353,1,lowlux,nothing,07,162.18454632690705
44.87593998156096,47.86975125026275,1,lowlux,nothing,07,162.18454632690705
44.873518692819694,47.865755996361976,1,lowlux,nothing,07,162.18454632690705
44.871097404078434,47.8617607424612,1,lowlux,nothing,07,162.18454632690705
44.86867611533717,47.857765488560425,1,lowlux,nothing,07,162.18454632690705
44.866254826595906,47.85377023465965,1,lowlux,nothing,07,162.18454632690705
44.863833537854646,47.84977498075887,1,lowlux,nothing,07,162.18454632690705
44.861412249113386,47.8457797268581,1,lowlux,nothing,07,162.18454632690705
44.85899096037212,47.84178447295732,1,lowlux,nothing,07,162.18454632690705
44.85656967163086,47.837789219056546,1,lowlux,nothing,07,162.18454632690705
44.8541483828896,47.83379396515577,1,lowlux,nothing,07,162.18454632690705
44.85172709414834,47.829798711254995,1,lowlux,nothing,07,162.18454632690705
44.84930580540707,47.82580345735422,1,lowlux,nothing,07,162.18454632690705
44.84688451666581,47.82180820345344,1,lowlux,nothing,07,162.18454632690705
44.84446322792455,47.81781294955267,1,lowlux,nothing,07,162.18454632690705
44.84204193918328,47.813817695651885,1,lowlux,nothing,07,162.18454632690705
44.83962065044202,47.80982244175111,1,lowlux,nothing,07,162.18454632690705
44.83719936170076,47.80582718785033,1,lowlux,nothing,07,162.18454632690705
44.8347780729595,47.80183193394956,1,lowlux,nothing,07,162.18454632690705
44.832356784218234,47.79783668004878,1,lowlux,nothing,07,162.18454632690705
44.829935495476974,47.793841426148006,1,lowlux,nothing,07,162.18454632690705
44.827514206735714,47.78984617224723,1,lowlux,nothing,07,162.18454632690705
44.825092917994446,47.785850918346455,1,lowlux,nothing,07,162.18454632690705
44.822671629253186,47.78185566444568,1,lowlux,nothing,07,162.18454632690705
44.820250340511926,47.7778604105449,1,lowlux,nothing,07,162.18454632690705
44.81782905177066,47.77386515664413,1,lowlux,nothing,07,162.18454632690705
44.8154077630294,47.76986990274335,1,lowlux,nothing,07,162.18454632690705
44.81298647428814,47.765874648842576,1,lowlux,nothing,07,162.18454632690705
44.81056518554688,47.7618793949418,1,lowlux,nothing,07,162.18454632690705
44.80814389680561,47.757884141041025,1,lowlux,nothing,07,162.18454632690705
44.80572260806435,47.75388888714025,1,lowlux,nothing,07,162.18454632690705
44.80330131932309,47.74989363323947,1,lowlux,nothing,07,162.18454632690705
44.80088003058182,47.7458983793387,1,lowlux,nothing,07,162.18454632690705
44.79845874184056,47.74190312543792,1,lowlux,nothing,07,162.18454632690705
44.7960374530993,47.737907871537146,1,lowlux,nothing,07,162.18454632690705
44.79361616435804,47.73391261763637,1,lowlux,nothing,07,162.18454632690705
44.791194875616775,47.729917363735595,1,lowlux,nothing,07,162.18454632690705
44.788773586875514,47.72592210983482,1,lowlux,nothing,07,162.18454632690705
44.786352298134254,47.72192685593404,1,lowlux,nothing,07,162.18454632690705
44.78393100939299,47.71793160203327,1,lowlux,nothing,07,162.18454632690705
44.78150972065173,47.713936348132485,1,lowlux,nothing,07,162.18454632690705
44.779088431910466,47.70994109423171,1,lowlux,nothing,07,162.18454632690705
44.7766671431692,47.70594584033093,1,lowlux,nothing,07,162.18454632690705
44.77424585442794,47.70195058643016,1,lowlux,nothing,07,162.18454632690705
44.77182456568668,47.69795533252938,1,lowlux,nothing,07,162.18454632690705
44.76940327694542,47.693960078628606,1,lowlux,nothing,07,162.18454632690705
44.76698198820415,47.68996482472783,1,lowlux,nothing,07,162.18454632690705
44.76456069946289,47.685969570827055,1,lowlux,nothing,07,162.18454632690705
45.158599853515625,47.68197431692628,1,lowlux,nothing,07,162.18454632690705
45.55263900756836,47.677979063025504,1,lowlux,nothing,07,162.18454632690705
45.42404365539551,47.67398380912473,1,lowlux,nothing,07,162.18454632690705
45.295448303222656,47.66998855522395,1,lowlux,nothing,07,162.18454632690705
45.22041702270508,47.66599330132318,1,lowlux,nothing,07,162.18454632690705
45.1453857421875,47.6619980474224,1,lowlux,nothing,07,162.18454632690705
45.31528472900391,47.658002793521625,1,lowlux,nothing,07,162.18454632690705
45.54838180541992,47.65400753962085,1,lowlux,nothing,07,162.18454632690705
45.78147888183594,47.650012285720074,1,lowlux,nothing,07,162.18454632690705
45.443307876586914,47.6460170318193,1,lowlux,nothing,07,162.18454632690705
45.10513687133789,47.64202177791852,1,lowlux,nothing,07,162.18454632690705
45.458547592163086,47.63802652401775,1,lowlux,nothing,07,162.18454632690705
45.2875085437999,47.63403127011697,1,lowlux,nothing,07,162.18454632690705
45.3382453918457,47.630036016216195,1,lowlux,nothing,07,162.18454632690705
45.29404640197754,47.62604076231542,1,lowlux,nothing,07,162.18454632690705
45.28097068562227,47.622045508414644,1,lowlux,nothing,07,162.18454632690705
45.267894969267005,47.61805025451387,1,lowlux,nothing,07,162.18454632690705
45.25481925291174,47.614055000613085,1,lowlux,nothing,07,162.18454632690705
45.24174353655647,47.61005974671231,1,lowlux,nothing,07,162.18454632690705
45.2286678202012,47.606064492811534,1,lowlux,nothing,07,162.18454632690705
45.215592103845935,47.60206923891076,1,lowlux,nothing,07,162.18454632690705
45.20251638749067,47.59807398500998,1,lowlux,nothing,07,162.18454632690705
45.1894406711354,47.59407873110921,1,lowlux,nothing,07,162.18454632690705
45.17636495478013,47.59008347720843,1,lowlux,nothing,07,162.18454632690705
45.16328923842486,47.586088223307655,1,lowlux,nothing,07,162.18454632690705
45.15021352206959,47.58209296940688,1,lowlux,nothing,07,162.18454632690705
45.137137805714325,47.578097715506104,1,lowlux,nothing,07,162.18454632690705
45.12406208935906,47.57410246160533,1,lowlux,nothing,07,162.18454632690705
45.11098637300379,47.57010720770455,1,lowlux,nothing,07,162.18454632690705
45.09791065664852,47.56611195380378,1,lowlux,nothing,07,162.18454632690705
45.084834940293256,47.562116699903,1,lowlux,nothing,07,162.18454632690705
45.07175922393799,47.558121446002225,1,lowlux,nothing,07,162.18454632690705
45.05868350758272,47.55412619210145,1,lowlux,nothing,07,162.18454632690705
45.045607791227454,47.550130938200674,1,lowlux,nothing,07,162.18454632690705
45.03253207487219,47.5461356842999,1,lowlux,nothing,07,162.18454632690705
45.01945635851692,47.54214043039912,1,lowlux,nothing,07,162.18454632690705
45.00638064216165,47.53814517649835,1,lowlux,nothing,07,162.18454632690705
44.993304925806385,47.53414992259757,1,lowlux,nothing,07,162.18454632690705
44.98022920945112,47.530154668696795,1,lowlux,nothing,07,162.18454632690705
44.96715349309585,47.52615941479602,1,lowlux,nothing,07,162.18454632690705
44.954077776740576,47.522164160895244,1,lowlux,nothing,07,162.18454632690705
44.94100206038531,47.51816890699446,1,lowlux,nothing,07,162.18454632690705
44.92792634403004,47.514173653093685,1,lowlux,nothing,07,162.18454632690705
44.914850627674774,47.51017839919291,1,lowlux,nothing,07,162.18454632690705
44.90177491131951,47.506183145292134,1,lowlux,nothing,07,162.18454632690705
44.88869919496424,47.50218789139136,1,lowlux,nothing,07,162.18454632690705
44.87562347860897,47.49819263749058,1,lowlux,nothing,07,162.18454632690705
44.862547762253705,47.49419738358981,1,lowlux,nothing,07,162.18454632690705
44.84947204589844,47.49020212968903,1,lowlux,nothing,07,162.18454632690705
44.83639632954317,47.486206875788255,1,lowlux,nothing,07,162.18454632690705
44.8233206131879,47.48221162188748,1,lowlux,nothing,07,162.18454632690705
44.810244896832636,47.478216367986704,1,lowlux,nothing,07,162.18454632690705
44.79716918047737,47.47422111408593,1,lowlux,nothing,07,162.18454632690705
44.7840934641221,47.47022586018515,1,lowlux,nothing,07,162.18454632690705
44.771017747766834,47.46623060628438,1,lowlux,nothing,07,162.18454632690705
44.75794203141157,47.4622353523836,1,lowlux,nothing,07,162.18454632690705
44.7448663150563,47.458240098482825,1,lowlux,nothing,07,162.18454632690705
44.731790598701025,47.45424484458205,1,lowlux,nothing,07,162.18454632690705
44.71871488234576,47.450249590681274,1,lowlux,nothing,07,162.18454632690705
44.70563916599049,47.4462543367805,1,lowlux,nothing,07,162.18454632690705
44.69256344963522,47.44225908287972,1,lowlux,nothing,07,162.18454632690705
44.679487733279956,47.43826382897895,1,lowlux,nothing,07,162.18454632690705
44.66641201692469,47.43426857507817,1,lowlux,nothing,07,162.18454632690705
44.65333630056942,47.430273321177395,1,lowlux,nothing,07,162.18454632690705
44.640260584214154,47.42627806727662,1,lowlux,nothing,07,162.18454632690705
44.62718486785889,47.422282813375844,1,lowlux,nothing,07,162.18454632690705
44.61410915150362,47.41828755947506,1,lowlux,nothing,07,162.18454632690705
44.60103343514835,47.414292305574286,1,lowlux,nothing,07,162.18454632690705
44.587957718793085,47.41029705167351,1,lowlux,nothing,07,162.18454632690705
44.57488200243782,47.406301797772734,1,lowlux,nothing,07,162.18454632690705
44.56180628608255,47.40230654387196,1,lowlux,nothing,07,162.18454632690705
44.54873056972728,47.39831128997118,1,lowlux,nothing,07,162.18454632690705
44.535654853372016,47.39431603607041,1,lowlux,nothing,07,162.18454632690705
44.52257913701675,47.39032078216963,1,lowlux,nothing,07,162.18454632690705
44.509503420661474,47.386325528268856,1,lowlux,nothing,07,162.18454632690705
44.49642770430621,47.38233027436808,1,lowlux,nothing,07,162.18454632690705
44.48335198795094,47.378335020467304,1,lowlux,nothing,07,162.18454632690705
44.47027627159567,47.37433976656653,1,lowlux,nothing,07,162.18454632690705
44.457200555240405,47.37034451266575,1,lowlux,nothing,07,162.18454632690705
44.44412483888514,47.36634925876498,1,lowlux,nothing,07,162.18454632690705
44.43104912252987,47.3623540048642,1,lowlux,nothing,07,162.18454632690705
44.4179734061746,47.358358750963426,1,lowlux,nothing,07,162.18454632690705
44.404897689819336,47.35436349706265,1,lowlux,nothing,07,162.18454632690705
44.39182197346407,47.350368243161874,1,lowlux,nothing,07,162.18454632690705
44.3787462571088,47.3463729892611,1,lowlux,nothing,07,162.18454632690705
44.365670540753534,47.34237773536032,1,lowlux,nothing,07,162.18454632690705
44.35259482439827,47.33838248145955,1,lowlux,nothing,07,162.18454632690705
44.339519108043,47.33438722755877,1,lowlux,nothing,07,162.18454632690705
44.32644339168773,47.330391973657996,1,lowlux,nothing,07,162.18454632690705
44.313367675332465,47.32639671975722,1,lowlux,nothing,07,162.18454632690705
44.3002919589772,47.322401465856444,1,lowlux,nothing,07,162.18454632690705
44.28721624262192,47.31840621195566,1,lowlux,nothing,07,162.18454632690705
44.274140526266656,47.314410958054886,1,lowlux,nothing,07,162.18454632690705
44.26106480991139,47.31041570415411,1,lowlux,nothing,07,162.18454632690705
44.24798909355612,47.306420450253334,1,lowlux,nothing,07,162.18454632690705
44.234913377200854,47.30242519635256,1,lowlux,nothing,07,162.18454632690705
44.22183766084559,47.29842994245178,1,lowlux,nothing,07,162.18454632690705
44.20876194449032,47.29443468855101,1,lowlux,nothing,07,162.18454632690705
44.19568622813505,47.29043943465023,1,lowlux,nothing,07,162.18454632690705
44.182610511779785,47.286444180749456,1,lowlux,nothing,07,162.18454632690705
44.16953479542452,47.28244892684868,1,lowlux,nothing,07,162.18454632690705
44.15645907906925,47.278453672947904,1,lowlux,nothing,07,162.18454632690705
44.14338336271398,47.27445841904713,1,lowlux,nothing,07,162.18454632690705
44.130307646358716,47.27046316514635,1,lowlux,nothing,07,162.18454632690705
44.11723193000345,47.26646791124558,1,lowlux,nothing,07,162.18454632690705
44.10415621364818,47.2624726573448,1,lowlux,nothing,07,162.18454632690705
44.091080497292914,47.258477403444026,1,lowlux,nothing,07,162.18454632690705
44.07800478093765,47.25448214954325,1,lowlux,nothing,07,162.18454632690705
44.06492906458237,47.250486895642474,1,lowlux,nothing,07,162.18454632690705
44.051853348227105,47.2464916417417,1,lowlux,nothing,07,162.18454632690705
44.03877763187184,47.24249638784092,1,lowlux,nothing,07,162.18454632690705
44.02570191551657,47.23850113394015,1,lowlux,nothing,07,162.18454632690705
44.0126261991613,47.23450588003937,1,lowlux,nothing,07,162.18454632690705
43.999550482806036,47.230510626138596,1,lowlux,nothing,07,162.18454632690705
43.98647476645077,47.22651537223782,1,lowlux,nothing,07,162.18454632690705
43.9733990500955,47.222520118337044,1,lowlux,nothing,07,162.18454632690705
43.960323333740234,47.21852486443626,1,lowlux,nothing,07,162.18454632690705
43.81763458251953,47.214529610535486,1,lowlux,nothing,07,162.18454632690705
44.14693832397461,47.21053435663471,1,lowlux,nothing,07,162.18454632690705
44.47624206542969,47.206539102733934,1,lowlux,nothing,07,162.18454632690705
44.23550224304199,47.20254384883316,1,lowlux,nothing,07,162.18454632690705
43.9947624206543,47.19854859493238,1,lowlux,nothing,07,162.18454632690705
44.40610694885254,47.19455334103161,1,lowlux,nothing,07,162.18454632690705
44.81745147705078,47.19055808713083,1,lowlux,nothing,07,162.18454632690705
44.51520347595215,47.186562833230056,1,lowlux,nothing,07,162.18454632690705
44.21295547485352,47.18256757932928,1,lowlux,nothing,07,162.18454632690705
44.324594497680664,47.178572325428505,1,lowlux,nothing,07,162.18454632690705
44.43623352050781,47.17457707152773,1,lowlux,nothing,07,162.18454632690705
44.500362396240234,47.17058181762695,0,lowlux,nothing,07,162.18454632690705
44.564491271972656,47.2896728515625,0,lowlux,nothing,07,162.18454632690705
44.37277793884277,47.40876388549805,0,lowlux,nothing,07,162.18454632690705
44.18106460571289,47.256582260131836,0,lowlux,nothing,07,162.18454632690705
44.449350357055664,47.104400634765625,0,lowlux,nothing,07,162.18454632690705
44.71763610839844,46.983354568481445,0,lowlux,nothing,07,162.18454632690705
44.4897575378418,46.86230850219727,0,lowlux,nothing,07,162.18454632690705
44.26187896728516,46.875871658325195,0,lowlux,nothing,07,162.18454632690705
44.20703506469727,46.889434814453125,0,lowlux,nothing,07,162.18454632690705
44.83869171142578,46.921037673950195,0,lowlux,nothing,07,162.18454632690705
44.79018783569336,46.95264053344727,0,lowlux,nothing,07,162.18454632690705
44.74168395996094,46.96500205993652,0,lowlux,nothing,07,162.18454632690705
44.856689453125,46.97736358642578,0,lowlux,nothing,07,162.18454632690705
44.97169494628906,47.03692054748535,0,lowlux,nothing,07,162.18454632690705
