,Timestamp,Confidence,Diameter,Event,DiffDiameter
0,352723.490801,0.5822385428675522,42.578041076660156,default,2.4615554809570312
1,352723.498762,0.5958178816565384,42.67622184753418,default,2.657917022705078
2,352723.509503,0.7358120740234297,44.720956802368164,default,-1.7501106262207102
3,352723.517714,0.73166093834037,44.50141143798828,default,-2.189201354980476
4,352723.529483,0.5944112241268158,44.66213607788086,default,-3.189483642578125
5,352723.539151,0.7028630673885345,45.23283767700195,default,-3.119781494140625
6,352723.54843,0.694504588842392,45.35864067077637,default,-2.868175506591797
7,352723.554631,0.7250186204910278,45.32297325134277,default,-3.6198158264160156
8,352723.56277,0.7026258409023285,45.24812698364258,default,-2.7840957641601562
9,352723.575465,0.7569868266582489,45.59598350524902,default,-3.0883750915527344
10,352723.580974,0.7951669991016388,45.83201789855957,default,-2.681476593017578
11,352723.587972,0.8220506608486176,45.93621635437012,default,-2.8241844177246094
12,352723.597248,0.824384480714798,46.13796615600586,default,-2.6361007690429688
13,352723.603567,0.7670503556728363,46.055877685546875,default,-2.4575881958007955
14,352723.613535,0.8135040402412415,45.71378135681152,default,-2.9247169494628906
15,352723.61853,0.7940043210983276,45.875959396362305,default,-2.347797393798828
16,352723.626687,0.8075209558010101,45.9846076965332,default,-2.0294418334960866
17,352723.637849,0.8099923729896545,46.11356544494629,default,-1.9467582702636719
18,352723.646952,0.811798483133316,45.810325622558594,default,-2.48236083984375
19,352723.659885,0.8183147609233856,45.74803161621094,default,-2.6069488525390625
20,352723.669546,0.7395985126495361,46.33553695678711,default,-2.021980285644524
21,352723.682332,0.7379928529262543,46.38357925415039,default,-1.2547073364257812
22,352723.69135,0.6420725882053375,46.980966567993164,default,-0.7254905700683665
23,352723.69953,0.5857848227024078,47.5489616394043,default,-0.2678375244140554
24,352723.710643,0.589308112859726,47.49004936218262,default,-0.38566207885741477
25,352723.718406,0.6849163174629211,47.16096496582031,default,-0.29686737060546875
26,352723.726537,0.6720244884490967,47.465492248535156,default,-0.8934860229492188
27,352723.73827,0.709032416343689,46.99941062927246,default,-1.6891517639160156
28,352723.746545,0.6949401199817657,47.080331802368164,default,-1.5273094177246094
29,352723.758299,0.5963194370269775,47.29123878479004,default,-0.7889747619628977
30,352723.767296,0.6032733619213104,47.29029846191406,default,-0.8497161865234446
31,352723.777591,0.6157913208007812,47.17376899719238,default,-1.082775115966804
32,352723.785609,0.6817047894001007,47.17111778259277,default,-1.5970115661621094
33,352723.793824,0.6832217872142792,47.28023338317871,default,-2.3488273620605398
34,352723.804076,0.6415997445583344,46.71811103820801,default,-1.9444389343261648
35,352723.814825,0.6323269009590149,46.80340766906738,default,-1.5155601501464915
36,352723.824427,0.6732311546802521,46.90002250671387,default,-1.3223304748535227
37,352723.833398,0.6961291432380676,47.09189987182617,default,-0.9146957397460938
38,352723.844582,0.676771730184555,47.00378227233887,default,-1.090930938720696
39,352723.852265,0.6604350805282593,46.90542984008789,default,-1.46234130859375
40,352723.863383,0.6217999756336212,46.87625312805176,default,-1.2884941101074219
41,352723.871981,0.6582604944705963,47.1317195892334,default,-1.3775520324707031
42,352723.883907,0.6491392850875854,46.96965408325195,default,-1.2264938354492188
43,352723.893474,0.5650160610675812,46.638296127319336,default,-1.2773399353027344
44,352723.904639,0.5684640109539032,46.609676361083984,default,-1.3345794677734304
45,352723.9131,0.6138086915016174,46.336097717285156,default,-0.46773529052733664
46,352723.922872,0.6387916505336761,46.57925605773926,default,0.018581390380859375
47,352723.932636,0.6338861882686615,46.89130401611328,default,0.4193420410156179
48,352723.944621,0.7379932105541229,46.69473457336426,default,0.16045761108398438
49,352723.951392,0.7126897573471069,46.62627601623535,default,0.023540496826171875
50,352723.960666,0.5839034020900726,46.18375015258789,default,-0.04107666015625
51,352723.969913,0.5668276846408844,46.191402435302734,default,-0.0257720947265625
52,352723.978948,0.6209937632083893,46.43733215332031,default,0.19623565673828125
53,352723.989796,0.6098917126655579,46.49592590332031,default,0.31342315673828125
54,352723.997719,0.6287093162536621,46.45075798034668,default,0.22280502319335938
55,352724.005241,0.6400125324726105,46.296342849731445,default,-0.08602523803710938
56,352724.016776,0.6425955891609192,46.137142181396484,default,-0.10938262939453125
57,352724.024757,0.6456638872623444,46.46721839904785,default,0.5507698059082031
58,352724.035485,0.707594484090805,46.61042404174805,default,0.1631927490234375
59,352724.044968,0.6382680833339691,46.29581069946289,default,0.2213745117187429
60,352724.055603,0.6441932618618011,46.2078800201416,default,1.1203346252441406
61,352724.065167,0.6287952065467834,46.21702766418457,default,1.1386299133300781
62,352724.074133,0.7503169845011965,45.28215026855469,default,-1.3126144409179688
63,352724.08442,0.6611214578151703,45.469547271728516,default,-1.6582412719726634
64,352724.09239,0.6597298085689545,45.72579383850098,default,-1.0287742614746094
65,352724.09867,0.6233369708061218,45.34654998779297,default,-1.787261962890625
66,352724.109199,0.7239051759243011,45.417890548706055,default,-1.797283172607429
67,352724.118387,0.7268267273902893,45.5628719329834,default,-1.5073204040527344
68,352724.128005,0.6816777288913727,45.4748592376709,default,-1.0391960144042969
69,352724.149048,0.6371698379516602,45.25859260559082,default,-1.0215644836425781
70,352724.160051,0.6485913693904877,45.23170280456543,default,-1.9911384582519531
71,352724.16722,0.6664729416370392,45.621408462524414,default,-1.2117271423339844
72,352724.177564,0.6540112495422363,45.483726501464844,default,-1.1525039672851562
73,352724.18568,0.667230486869812,45.64858436584473,default,-1.2019081115722656
74,352724.198686,0.6691815853118896,45.1298885345459,default,-2.2653846740722656
75,352724.207005,0.6736529171466827,45.37298583984375,default,-1.2147979736328196
76,352724.216454,0.7144741714000702,45.64603805541992,default,-1.3306884765625
77,352724.22549,0.679418683052063,45.501407623291016,default,-1.6199493408203125
78,352724.234595,0.6819382607936859,45.50792694091797,default,-0.9430084228515625
79,352724.245095,0.6524756848812103,45.28835678100586,default,-1.4892654418945312
80,352724.253225,0.7145810127258301,45.49123954772949,default,-1.4314155578613352
81,352724.264424,0.6684433221817017,45.355844497680664,default,-1.0541877746582031
82,352724.273419,0.6548164188861847,45.438228607177734,default,-1.378753662109375
83,352724.282044,0.6661202907562256,45.66883850097656,default,-0.9175338745117188
84,352724.291473,0.7478915154933929,45.15498352050781,default,-1.507415771484375
85,352724.300136,0.7646037042140961,45.549522399902344,default,-0.7183380126953125
86,352724.311665,0.6717405617237091,45.41036033630371,default,-0.8672752380371023
